ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
117,3658,Instituto Federal de Educação Ciência e Tecnologia do Rio de Janeiro IFRJ,,4827,9859,3765,3004
118,3667,Faculdade de Ciências Médicas da Santa Casa de São Paulo FCMSCSP,,6468,9606,2821,3198
119,3679,Universidade Federal do Cariri,,4505,1823,4539,5064
120,3695,Universidade FEEVALE,,4422,6639,3666,3860
121,3709,Universidade do Estado do Rio Grande do Norte UERN,,3594,8056,3869,3591
122,3732,Universidade Federal do Oeste do Para,,4233,9334,3200,3381
123,3735,Universidade Federal da Fronteira Sul UFFS,,475,9086,2721,3735
124,3739,Universidade Regional do Cariri URCA,,6844,7238,3775,3735
125,3740,Instituto Nacional de Telecomunicaçoes INATEL,,6468,6128,4678,3860
126,3747,Universidade Católica Dom Bosco,,3061,7261,3199,3925
127,3765,Universidade Federal da Integração Latino-Americana,,1678,7314,2922,4029
128,3787,Centro Universitário UNIVATES,,2729,7162,3820,3925
129,3788,Universidade do Sagrado Coração USC,,7025,8115,3433,3655
130,3805,Universidade do Oeste de Santa Catarina UNOESC,,2835,4622,4656,4409
131,3813,Universidade Norte do Paraná UNOPAR,,9720,8002,4655,3522
132,3821,Universidade Católica de Pernambuco,,2996,6059,5551,3972
133,3827,Universidade Estadual de Mato Grosso do Sul,,4428,7390,3855,3860
134,3830,Escola Superior de Propaganda e Marketing ESPM,,2762,2831,3260,5064
135,3875,Universidade de Ribeirão Preto UNAERP,,6954,9041,2053,3779
136,3885,Centro Universitário de Maringá CESUMAR,,4386,1763,5113,5288
137,3886,Instituto Federal de Educação Ciência e Tecnologia de Santa Catarina IFSC,,1724,4540,4618,4566
138,3889,Universidade Vila Velha UVV,,13657,9993,2332,3446
139,3895,Universidade de Sorocaba,,6258,10105,2318,3556
140,3925,Universidade do Grande Rio UNIGRANRIO,,9673,9965,6152,2986
141,3934,Fundação e Faculdade de Medicina do ABC,,11466,13075,2954,2716
142,4004,Universidade Santa Cecilia UNISANTA,,4017,8642,3628,3925
143,4018,Universidade Regional do Noroeste do Estado do Rio Grande do Sul UNIJUÍ,,1957,6655,2934,4479
144,4041,Centro Universitário de Belo Horizonte UNIBH,,11820,1995,6980,5064
145,4075,Instituto Federal Catarinense,,368,5247,4462,4768
146,4075,Universidade do Oeste Paulista UNOESTE,,3258,6776,3113,4479
147,4081,Pontificia Universidade Catolica de Goiás PUC Goiás,,987,3493,11401,3860
148,4098,Universidade Veiga de Almeida,,9632,7528,4108,4140
149,4098,Universidade de Santo Amaro UNISA,,10876,9602,3898,3696
150,4110,Universidade Estadual do Sudoeste da Bahia UESB,,2505,5518,11401,3177
151,4163,Faculdade de Odontologia São Leopoldo Mandic,,10622,14076,1985,3058
152,4178,Universidade Comunitaria da Região de Chapecó UNOCHAPECÓ,,3130,8447,4104,4202
153,4199,Instituto Federal de Educação Ciência e Tecnologia Paraíba IFPB,,2067,7964,4878,4269
154,4199,Universidade de Franca UNIFRAN,,11406,12236,2061,3522
155,4207,Senac Serviço Nacional de Aprendizagem Comercial Departamento Nacional,,486,1098,6551,6033
156,4229,Universidade Anhembi Morumbi,,5259,4299,3526,5064
157,4229,Universidade São Francisco,,5525,11307,1969,3860
158,4281,Instituto Federal de Educação Ciência e Tecnologia Fluminense,,2228,6132,5040,4666
159,4285,Universidade Potiguar UNP,,5226,9293,6231,3816
160,4321,Universidade do Mogi Das Cruzes UMC,,6628,10080,3632,4029
161,4392,Universidade Estadual do Paraná UNESPAR,,3399,4619,6433,4908
162,4418,Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Sul IFRS,,1827,1949,3830,6033
163,4480,Universidade FUMEC,,4769,6338,3792,4908
164,4485,Centro Universitário de Brasilia UNICEUB,,2693,6036,4832,4908
165,4596,Escola Bahiana de Medicina e Saúde Publica,,4739,11868,4072,3972
166,4609,Centro Universitário de Araraquara UNIARA,,8553,10549,4067,4202
167,4610,Universidade Estadual do Piauí UESPI,,4916,5896,11401,3735
168,4635,Faculdades EST,,5241,1357,7580,6033
169,4666,Universidade de Uberaba UNIUBE,,5607,8527,4208,4666
170,4677,Faculdade de Medicina de Marília,,8125,12760,4466,3779
171,4679,Universidade Estadual Vale do Acaraú UVA,,7395,9506,6491,4202
172,4724,Universidade Salgado de Oliveira UNIVERSO,,8003,10154,8359,3816
173,4747,Universidade de Cruz Alta UNICRUZ,,6304,7322,5636,4768
174,4761,Universidade Federal do Amapa UNIFAP,,2807,6873,11401,3779
175,4766,Instituto Federal Goiano,,3094,3067,3016,6033
176,4800,Centro Universitário do Maranhão UNICEUMA,,9310,12580,3786,4029
177,4826,Instituto Federal de Educação Ciência e Tecnologia de Pernambuco IFPE,,1516,8107,4998,4908
178,4847,Universidade José do Rosário Vellano Alfenas,,4843,10236,5399,4409
179,4885,Universidade Federal de Integração Luso Afro Brasileira UNILAB,,3779,9981,3086,4768
180,4909,Universidade Brasil,,8536,15575,3745,3591
181,4917,Universidade Vale do Rio Verde UNINCOR,,6628,2696,11401,4908
182,5027,Fundação Dom Cabral FDC,,10463,6747,5768,5064
183,5049,Instituto Federal de Educação Ciência e Tecnologia do Sul de Minas Gerais IFSULDEMINAS,,1847,8669,4417,5064
184,5073,Universidade Regional Integrada do Alto Uruguai e das Missões URI,,4474,7360,11401,3972
185,5081,Universidade Estadual do Rio Grande do Sul UERGS,,6844,11567,4251,4479
186,5086,Universidade Estadual do Norte do Paraná UENP,,4108,9928,3504,4908
187,5102,Centro Universitário Augusto Motta UNISUAM,,7624,10899,5404,4479
188,5146,Universidade Católica de Santos UNISANTOS,,6751,9000,3714,5064
189,5158,Universidade de Contestado,,6723,8983,6523,4768
190,5206,Universidade de Marilia UNIMAR,,10004,10900,5225,4566
191,5240,Instituto de Ensino e Pesquisa INSPER,,5955,5055,1838,6033
192,5256,Universidade Estadual de Ciências da Saúde de Alagoas UNCISAL,,5984,10706,4443,4768
193,5281,(1) Fundação Herminio Ometto FHO UNIARARAS,,7025,12122,4061,4566
194,5291,Faculdade de Tecnología de São Paulo,,12390,11814,5478,4409
195,5294,Instituto Federal Sul Rio Grandense,,2367,9243,5117,5064
196,5338,Universidade São Judas Tadeu,,10404,8244,3867,5288
197,5402,(1) Centro Universitário UNA,,8175,9050,6619,4908
198,5405,Instituto Mauá de Tecnología,,9448,9316,4593,5064
199,5612,Universidade da Região de Joinville UNIVILLE,,5081,9852,11401,3925
200,5670,Universidade Castelo Branco,,9098,8004,8201,5064
201,5682,IFB Instituto Federal de Brasília,,3050,4914,5447,6033
202,5720,"Escola Brasileira de Administração Pública e de Empresas, Fundação Getulio Vargas",,10389,10268,11401,3816
203,5761,Fundação Armando Alvares Penteado FAAP,,6588,4021,7061,6033
204,5802,Instituto Federal de Educação Ciência e Tecnologia de Alagoas,,1817,9574,5933,5288
205,5816,Instituto Federal de Educação Ciência e Tecnologia do Ceará,,1970,6677,3318,6033
206,5836,Escola Nacional da Administração Pública,,2769,3354,9230,6033
207,5867,Fundação Escola de Comercio Alvares Penteado FECAP,,7256,8336,4507,5580
208,5874,Centro Universitário Eurípides de Marília UNIVEM,,5241,7134,6651,5580
209,5884,Universidade do Vale do Sapucai,,9240,14454,6004,4330
210,5893,Centro Universitário Fieo UNIFIEO,,12572,9938,4141,5288
211,5893,Instituto Federal de Educação Ciência e Tecnologia da Bahia IFBA,,895,6371,4809,6033
212,5935,Universidade Católica de Salvador UCSal,,4813,9217,3814,5580
213,6003,Insituto Federal Farroupilha,,3608,5914,5153,6033
214,6021,Fundação Universitária de Cardiologia,,21494,18753,8028,3058
215,6168,Faculdades La Salle UNILASALLE,,3872,8102,2512,6033
216,6168,Centro Universitário Ritter dos Reis UNIRITTER,,6279,9147,4988,5580
217,6191,Centro Universitario UNIRG,,6118,5831,10786,5288
218,6191,FAE Centro Universitário,,6304,6638,8672,5580
219,6228,Grupo Educacional UNINTER,,4813,5937,6036,6033
220,6255,Ifap Instituto Federal do Amapá,,5629,5152,7380,6033
221,6279,Universidade Metropolitana de Santos UNIMES,,14327,12368,7668,4666
222,6320,Instituto Federal de Educação Ciência e Tecnologia Baiano Catu IFBAIANO,,3872,9385,5852,5580
223,6335,Centro Universitário São Camilo São Paulo,,9859,10382,6166,5288
224,6372,Universidade Municipal de São Caetano do Sul USCS,,5008,8323,2975,6033
225,6379,Centro Paula Souza,,3691,9183,8773,5288
226,6410,Instituto de Educação Superior Presidente Kennedy IFESP,,15868,1957,11401,6033
227,6417,Centro Universitario Estadual da Zona Oeste,,9699,15699,6424,4409
228,6447,Universidade do Estado de Minas Gerais UEMG,,3411,6691,11401,5064
229,6449,Instituto Federal de Educação Ciência e Tecnologia do Piauí,,3955,9540,6237,5580
230,6485,Faculdades Metropolitanas Unidas FMU,,4000,6755,11401,5064
231,6540,Centro Universitário Salesiano de São Paulo UNISAL,,5550,6609,6493,6033
232,6545,Faculdade Campo Limpo Paulista,,8950,14449,7432,4566
233,6681,Universidade Católica de Petrópolis,,9779,9927,5926,5580
234,6685,Instituto Federal de Educação Ciência e Tecnologia do Tocantins,,3263,6964,7049,6033
235,6697,Escola Superior de Ciências da Santa Casa de Misericordia de Vitoria,,11820,14831,8975,4330
236,6697,Fundação Educacional de Ituverava,,7899,3168,11096,6033
237,6736,Universidade Metodista de Piracicaba UNIMEP,,5819,13725,11401,3860
238,6761,Centro Universitário Barão de Mauá,,8125,11943,7598,5064
239,6809,Faculdades de Taquara FACCAT,,5955,7777,5743,6033
240,6833,Faculdade Social da Bahia,,10834,5655,8394,6033
241,6870,Faculdade Integrado de Campo Mourão,,5511,5761,8844,6033
242,6870,Centro Universitário de Votuporanga UNIFEV,,7025,2936,11401,6033
243,6880,Universidade Franciscana,,14548,14929,11401,3591
244,6946,Universidade Gama Filho,,11709,11128,11401,4409
245,6974,Centro Universitário de João Pessoa UNIPÊ,,6043,9303,8271,5580
246,6999,Universidade Cidade de São Paulo UNICID,,8805,9069,4121,6033
247,7005,Universidade da Amazonia,,4488,8035,6413,6033
248,7055,Faculdade Meridional,,3822,9600,4222,6033
249,7079,FIA Business School,,9880,7716,6501,6033
250,7111,Instituto Federal de Educação Ciência e Tecnologia de Mato Grosso Campus Cuiabá,,2851,9349,5102,6033
251,7117,Instituto Federal de Minas Gerais IFMG,,1878,9528,5142,6033
252,7137,Universidade Braz Cubas de Mogi das Cruzes UBC,,9507,10647,8877,5288
253,7173,Centro Universitário do Estado do Pará CESUPA,,8421,12357,8448,5064
254,7277,Faculdades de Direito de Vitoria FDV,,11272,7923,6772,6033
255,7277,Instituto Federal de Educação Ciência e Tecnologia do Maranhão IFMA,,2769,10212,4337,6033
256,7299,Centro Universitário Cesmac,,6880,14101,6692,5064
257,7319,Faculdade Cásper Líbero FACASPER,,5525,9272,5423,6033
258,7398,Faculdade Christus Unichristus,,8170,10022,10875,5064
259,7422,FUCAPE Business School,,6987,12637,4797,5580
260,7456,Centro Universitário Belas Artes de São Paulo,,6304,7385,8483,6033
261,7456,Faculdade dos Imigrantes FAI,,5955,8140,7607,6033
262,7463,Escola de Pos-Graduacao em Economia da Fundacao Getulio Vargas,,5492,11865,11401,4566
263,7469,Instituto Federal de Educação Tecnológica do Pará IFPA,,3419,9796,5535,6033
264,7500,Unicatólica Quixadá,,7169,7107,8877,6033
265,7557,Faculdade Evangélica do Paraná,,15574,11376,11401,4566
266,7577,Universidade Vale do Rio Doce UNIVALE,,6751,12452,9462,5064
267,7587,Fundação Universidade do Tocantins UNITINS,,15091,10858,7219,5580
268,7614,Faculdades Integradas do Brasil UNIBRASIL,,5840,8804,7121,6033
269,7622,Faculdade Maurício de Nassau UNINASSAU,,3361,8490,11401,5288
270,7647,Instituto Federal de Mato Grosso do Sul IFMS,,5387,9310,6426,6033
271,7708,Universidadé de Cuiabá UNIC,,15774,12987,11401,4330
272,7718,Centro de Ensino Superior dos Campos Gerais CESCAGE,,10433,3962,11401,6033
273,7743,Instituto Federal de Educação Ciência e Tecnologia do Sudeste de Minas Gerais,,3327,10996,4482,6033
274,7756,Faculdade Leão Sampaio,,7438,16186,7776,4768
275,7778,Faculdade de Tecnologia Machado de Assis FAMA,,3181,4547,11401,6033
276,7817,Faculdade de Ciencias Medicas e da Saúde de Juiz de Fora SUPREMA,,9767,17978,7776,4479
277,7819,Faculdade de Medicina de Jundiaí,,16243,15839,3020,5288
278,7867,Centro Universitário Filadélfia UNIFIL,,11960,7936,8359,6033
279,7867,Faculdade Frassinetti do Recife,,21948,3583,11401,6033
280,7903,Universidade Católica de Pelotas,,3779,13175,1688,6033
281,7972,Faculdade São Lucas,,9933,15373,8063,4908
282,8123,Universidade Ibirapuera UNIB,,15294,12491,11401,4566
283,8176,Instituto AOCP,,8483,4679,11401,6033
284,8306,Instituto Federal de Ciência e Tecnologia de Sergipe IFS,,5226,11064,5617,6033
285,8317,Centro Universitário Newton Paiva,,9814,9482,7551,6033
286,8348,Instituto Federal do Amazonas,,3116,11200,5997,6033
287,8363,Faculdade de Tecnología e Ciencias de Feira de Santana FTC,,12220,4753,11401,6033
288,8455,Centro Universitário da Grande Dourados UNIGRAN,,7995,12211,10786,5064
289,8541,Senac São Paulo,,1823,11279,6826,6033
290,8582,Instituto Federal de Educação Ciência e Tecnologia do Triangulo Mineiro IFTM,,4539,12158,4816,6033
291,8631,Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano,,4298,10928,6933,6033
292,8666,Instituto Federal de Rondônia IFRO,,3651,11016,7033,6033
293,8675,Universidade Anhanguera UNIDERP,,12572,10785,11401,5064
294,8726,Universidade Estadual de Roraima,,5926,9605,8678,6033
295,8726,Centro Universitário de Anapolis UNIEVANGÉLICA,,5287,11852,5532,6033
296,8927,Centro Universitário Claretiano,,6187,11245,6818,6033
297,8938,Centro Universitário Nossa Senhora do Patrocínio CEUNSP,,16202,10815,9975,5580
298,8969,Grupo Educacional Opet,,11329,5593,11401,6033
299,9004,Universidade Nilton Lins,,19238,16269,11401,4140
300,9052,Universidade do Planalto Catarinense UNIPLAC,,5715,16556,6552,5288
301,9105,Faculdades do Vale do Juruena AJES,,9427,9150,9514,6033
302,9118,Instituto Federal do Norte de Minas Gerais,,2878,12089,6569,6033
303,9142,Grupo Educacional UNIESP,,6043,10431,8433,6033
304,9214,Faculdades Integradas Helio Alonso FACHA,,9530,8281,10392,6033
305,9214,Instituto de Ensino Superior Fucapi FUCAPI,,22955,13672,8591,5288
306,9270,Centro Universitário Leonardo da Vinci UNIASSELVI,,7484,9934,9060,6033
307,9348,(1) Centro Universitário de Volta Redonda UNIFOA,,11634,18065,7631,4908
308,9386,Centro Universitário da Fundação de Ensino Octavio Bastos UNIFEOB,,9583,9134,11401,5580
309,9386,Instituto Superior de Fillosofia Berthier,,10731,8646,10235,6033
310,9408,UniSociesc,,16243,11012,7082,6033
311,9424,Serviço Nacional de Aprendizagem Industrial de Santa Catarina,,7484,11000,7984,6033
312,9446,UNASP Campus Hortolandia,,5477,11177,11401,5288
313,9512,Centro Universitário de Brusque UNIFEBE,,5018,11604,7639,6033
314,9531,Faculdade de Castanhal FCAT,,11663,6334,11401,6033
315,9600,(1) Universidade Candido Mendes UCAM,,13858,10795,11401,5288
316,9707,Instituto de Educação Superior de Brasília IESB,,9314,9858,9612,6033
317,9715,Senac Rio Grande do Sul,,3383,7300,11401,6033
318,9916,Faculdade Assis Gurgacz FAG,,4327,11093,9047,6033
319,9994,Centro Universitário do Sul de Minas UNIS,,508,11955,9213,6033
320,10058,Faculdade Ingá UNINGÁ,,8064,15568,11401,4666
321,10083,Fundação Escola de Sociologia e Política de São Paulo FESPSP,,9336,10886,9047,6033
322,10090,Centro Universitário de Goias UNIANHANGUERA,,14709,8944,10486,6033
323,10287,Faculdades Integradas Aparicio Carvalho FIMCA,,11358,11411,8601,6033
324,10295,Business School São Paulo,,24466,13183,10309,5288
325,10301,Instituto Federal do Acre IFAC,,3882,13208,7195,6033
326,10311,Universidade do Estado do Pará UEPA,,9147,21635,11401,3625
327,10439,Instituto Federal de Educação Ciência e Tecnologia de Roraima,,4025,13706,6723,6033
328,10492,Centro Universitário de Várzea Grande UNIVAG,,7787,14698,11401,4908
329,10517,(3) Universidade Candido Mendes Campos dos Goytacazes,,12157,11977,8235,6033
330,10570,Faculdade de Informática e Administração Paulista FIAP,,6723,8092,11401,6033
331,10620,Faculdades Integradas Alcantara Machado Faculdade de Artes Alcantara Machado FIAM-FAAM,,9840,13852,6045,6033
332,10620,Centro Universitário de Patos de Minas UNIPAM,,5259,11648,9312,6033
333,10632,Centro Universitário Adventista de São Paulo UNASP,,9666,13314,6919,6033
334,10642,Centro Universitário Fundação Santo André FSA,,11705,13300,6766,6033
335,10795,Instituto Metodista Izabela Hendrix,,7521,14843,9195,5580
336,10845,Centro Universitario do Norte,,7205,12429,8563,6033
337,10936,Escola de Direito do Rio de Janeiro da Fundação Getulio Vargas FGV-DIREITO,,9573,8306,11401,6033
338,10972,Faculdade de Ciências Aplicadas e Sociais de Petrolina FACAPE,,12890,11709,9129,6033
339,11014,Instituto Nacional de Educação de Surdos INES,,8069,11068,10084,6033
340,11091,Wyden Educacional (DeVry Brasil),,5032,8835,11401,6033
341,11188,Centro Universitario Curitiba UNICURITIBA,,6258,11860,9676,6033
342,11283,Fundação Lusiada-Centro Universitario Lusíada UNILUS,,10866,15469,10486,5288
343,11296,(3) Pontificia Universidade Católica do Minas Gerais PUC MINAS Poços de Caldas,,12519,12860,8333,6033
344,11319,Centro Universitário de Franca UNI-FACEF,,4155,12048,11401,5580
345,11378,Fundação Educacional de Barretos UNIFEB,,10138,15723,11401,4908
346,11451,Universidade Presidente Antonio Carlos UNIPAC,,9962,13498,11401,5288
347,11460,IME Instituto Militar de Engenharia,,10575,25310,11401,3037
348,11471,Toledo Prudente Centro Universitatrio (UNITOLEDO),,3581,11784,10309,6033
349,11511,IPOG Instituto de Pós Graduação Pólo Natal,,7764,9142,11401,6033
350,11589,Escola de Direito de São Paulo,,6954,9278,11401,6033
351,11619,Instituto Adventista Paranaense IAP,,12189,8978,11401,6033
352,11649,Universidade Estadual de Alagoas UNEAL,,8115,13210,8834,6033
353,11692,Faculdade de Ciências Médicas de Minas Gerais,,13945,16713,11401,4768
354,11703,Centro Universitário de Sete Lagoas UNIFEMM,,13495,14187,7255,6033
355,11710,Centro Universitário Católica de Santa Catarina,,8469,14261,7655,6033
356,11916,ESCS Escola Superior de Ciências da Saúde,,2371,10283,11401,6033
357,11956,Faculdade de Engenharia de Minas Gerais FEAMIG,,17507,9043,11401,6033
358,11973,Faculdade Estadual de Ciências e Letras de Campo Mourao,,7744,13022,9485,6033
359,11973,Senai São Paulo,,3941,16216,6264,6033
360,11982,Centro Universitário de Formiga UNIFOR-MG,,6531,13047,9576,6033
361,11988,Universidade Santa Úrsula,,13513,13487,10987,5580
362,11999,Faculdade da Amazônia,,23904,8546,11401,6033
363,12060,Faculdades Associadas de Ensino São João da Boa Vista UNIFAE,,7624,15870,6330,6033
364,12060,Faculdades Integradas de Ourinhos FIO,,13513,17638,7624,5580
365,12060,Centro Universitario Barriga Verde UNIBAVE,,6370,13916,8821,6033
366,12070,Faculdade da Serra Gaúcha FSG,,6344,12439,10206,6033
367,12087,Associação Caruaruense de Ensino Superior,,4780,14552,8405,6033
368,12094,Centro Universitário do Rio Grande do Norte UNI-RN,,6043,13543,9312,6033
369,12261,Faculdade NOVAFAPI,,10900,16168,6033,6033
370,12387,Centro Universitário de Rio Preto UNIRP,,14531,17487,8249,5580
371,12401,UNICARIOCA,,11830,13345,9485,6033
372,12459,Faculdades de Campinas FACAMP,,18167,15052,7099,6033
373,12459,Centro Universitário do Distrito Federal UDF,,12007,12891,10004,6033
374,12549,Escola Superior de Administração Marketing e Comunicação de Campinas ESAMC,,10590,13015,10053,6033
375,12549,Centro Universitário Serra dos Órgãos UNIFESO,,12323,14928,11401,5288
376,12583,Faculdade de Tecnología FTEC,,13077,13338,9676,6033
377,12590,Faculdades FAESA,,10845,12084,10658,6033
378,12620,Universidade para o Desenvolvimento do Alto Vale do Itajaí UNIDAVI,,9158,13831,9462,6033
379,12659,Centro Universitário do Norte Paulista UNORP,,14865,17042,9149,5580
380,12659,Faculdade Projeção Ceilândia,,6559,16243,7148,6033
381,12659,Senai RS,,7624,12314,10718,6033
382,12665,Associação Educacional Dom Bosco AEDB,,7825,11229,11232,6033
383,12679,Universidade Iguaçu UNIG,,13544,13213,11401,5580
384,12718,Universidade de Rio Verde FESURV,,9720,15385,11401,5288
385,12718,Centro Universitário de União da Vitória UNIUV,,11234,14039,9274,6033
386,12757,Faculdades Integradas Brasil Amazônia FIBRA,,11796,10507,11401,6033
387,12765,Universidade á Distancia do Norte do Paraná UNOPAR,,15441,10237,11401,6033
388,12802,Centro Universitário de Lins UNILINS,,8622,17953,10392,5288
389,12835,Faculdade de Rondônia,,8669,10769,11401,6033
390,12901,Centro Universitário Toledo,,3608,14793,9485,6033
391,13001,Centro Universitario Jorge Amado UNIJORGE,,9814,10903,11401,6033
392,13035,Centro Universitário Central Paulista UNICEP,,9507,17119,11401,5064
393,13072,Faculdades Pedro Leopoldo,,8297,15862,8117,6033
394,13081,Centro Universitário UNIEURO,,9072,14003,11401,5580
395,13100,Faculdade Latino Americana de Ciências Sociais FLACSO,,9483,11056,11401,6033
396,13196,Faculdade de Engenharia de Sorocaba FACENS,,9169,12415,10987,6033
397,13206,Institução Toledo de Ensino,,14354,15964,7744,6033
398,13206,Faculdade de Ciências Humanas e Sociais de Igarassu FACIG,,6811,11396,11401,6033
399,13218,Faculdade Novos Horizontes,,11944,17070,6535,6033
400,13218,Senac Rio,,3340,14014,10440,6033
401,13284,Faculdade de Ciências Biológicas e da Saúde UNIVIÇOSA,,8747,17220,10153,5580
402,13293,Universidade Tuiuti do Paraná UTP,,13107,15954,11401,5288
403,13293,Faculdade da Saúde e Ecologia Humana FASEH,,12458,19805,11401,4666
404,13349,(1) Universidade de Itaúna UI,,16150,17079,11401,5064
405,13358,Faculdade Católica de Santa Catarina FACASC,,15007,11015,11401,6033
406,13411,Instituto de Engenharia IE,,5773,11736,11401,6033
407,13475,Faculdade de Desenvolvimento do Rio Grande do Sul FADERGS,,9637,15474,9096,6033
408,13493,Faculdades FAEL,,10814,12915,10875,6033
409,13493,Faculdades Integradas UPIS,,15127,14163,11401,5580
410,13533,Faculdade União das Américas UNIAMÉRICA,,11867,15458,9034,6033
411,13575,União Educacional do Planalto Central,,14385,17507,10987,5288
412,13588,Complexo de Ensino Superior de Santa Catarina CESUSC,,8915,14755,9911,6033
413,13625,Faculdade Avantis,,14666,14525,9790,6033
414,13734,Centro Universitário Monte Serrat UNIMONTE,,14161,11573,11401,6033
415,13757,Instituto INFNET,,13970,11618,11401,6033
416,13818,Centro de Gestão Empreendedora FEAD,,11514,14611,10153,6033
417,13943,Instituto Centro de Ensino Tecnologico,,13612,14965,9911,6033
418,13943,Faculdade Sumaré,,12336,14873,10053,6033
419,13969,Centro Universitário de Ensino Superior do Amazonas,,18950,11517,11401,6033
420,13969,Faculdade de Medicina de Petropolis e Faculdade Arthur Sa Earp Neto,,17048,14567,10027,6033
421,13981,Instituto Superior e Centro Educacional Luterano Bom Jesus,,12336,14585,10273,6033
422,14006,Escola de Engenharia de Piracicaba FUMEP,,14441,11923,11401,6033
423,14015,Centro Universitário do Planalto de Araxá UNIARAXÁ,,10313,16423,8865,6033
424,14038,Centro Universitário Luterano de Palmas CEULP/ULBRA,,5525,12632,11401,6033
425,14047,Faculdade Paulus de Tecnología e Comunicacao FAPCOM,,7395,13919,10875,6033
426,14093,Faculdades Unidas do Norte de Minas FUNORTE,,12746,18053,10180,5580
427,14121,Faculdade SATC,,11497,14996,10180,6033
428,14160,Instituto Brasileiro de Medicina de Reabilitação IBMR,,17276,14570,10180,6033
429,14184,Centro Universitário do Leste de Minas Gerais UNILESTE,,9286,12503,11401,6033
430,14257,Faculdades Santo Agostinho Montes Claros,,13308,15593,9790,6033
431,14278,Faculdades Integradas de Mineiros UNIFIMES,,6916,16016,9851,6033
432,14278,Faculdade Impacta Tecnología FIT,,17182,12039,11401,6033
433,14298,Panamericana Escola de Arte e Design PANAMERICANA,,17981,12004,11401,6033
434,14298,Faculdades MULTIVIX,,15151,15498,9790,6033
435,14298,Centro Universitário do Triângulo UNITRI,,9227,15804,11401,5580
436,14309,Faculdade Independente do Nordeste FAINOR,,6784,16370,9556,6033
437,14330,Faculdades Campo Real,,6880,17344,8616,6033
438,14438,Faculdades Associadas de Uberaba FAZU,,11173,12769,11401,6033
439,14438,Faculdades Oswaldo Cruz,,7360,13030,11401,6033
440,14540,Instituto Mairiporã Thomaz Cruz / Faculdades de Mairipora IMENSU,,22075,11978,11401,6033
441,14551,Trevisan Escola de Negócios,,13917,12716,11401,6033
442,14623,(1) Escola Superior de Gestão ESEG ETAPA,,7098,13323,11401,6033
443,14627,União Dinamica das Faculdades Cataratas UDC,,18590,15002,10273,6033
444,14753,Fundação Araucária,,12519,13073,11401,6033
445,14869,Conservatório Souza Lima,,11201,13352,11401,6033
446,14869,Abeu Centro Universitario,,8429,13526,11401,6033
447,14869,Centro Regional Universitario de Espírito Santo do Pinhal UNIPINHAL,,7438,13600,11401,6033
448,15027,Centro Universitário 7 de Setembro,,5098,14000,11401,6033
449,15027,Centro Universitário Campos de Andrade,,7773,13777,11401,6033
450,15027,Faculdade de Tecnologia do Nordeste e Terra Nordeste FATENE,,12875,13437,11401,6033
451,15178,Faculdades Integradas Rio Branco,,17151,13887,11232,6033
452,15183,CESUCA Faculdade INEDI,,10372,17872,9060,6033
453,15202,Universidade Estadual do Amapá UEAP,,19786,18089,11401,5288
454,15230,Senac Santa Catarina,,7624,18393,8793,6033
455,15230,Centro Universitário Geraldo di Biase UGB,,11810,17810,9096,6033
456,15251,Faculdade de Belém FABEL,,14944,13569,11401,6033
457,15284,Faculdade de Tecnología FATEC Guaratingueta,,15051,17830,8886,6033
458,15307,Universidade de Vassouras,,9084,14034,11401,6033
459,15317,Centro Universitário Celso Lisboa,,14019,16020,10486,6033
460,15334,Centro de Integração Empresa Escola do Paraná,,15574,13619,11401,6033
461,15455,Centro Universitário Módulo,,14000,19336,7463,6033
462,15455,AVM Faculdade Integrada,,3994,14783,11401,6033
463,15463,Faculdades Porto-Alegrenses FAPA,,14666,13855,11401,6033
464,15533,Faculdade de Tecnologia de Guarulhos FATEC,,22678,13242,11401,6033
465,15538,Faculdade Católica do Tocantins UBEC,,9604,16828,10355,6033
466,15550,Faculdade de Direito de São Bernardo do Campo,,8560,14431,11401,6033
467,15599,Faculdade Joaquim Nabuco,,7098,14634,11401,6033
468,15616,Centro Universitário Fluminense UNIFLU,,18362,18676,8117,6033
469,15683,Senai Goias,,13745,14211,11401,6033
470,15683,Fundação Educacional do Município de Assis FEMA,,12283,14319,11401,6033
471,15744,Fundação Educacional Machado de Assis FEMA,,12361,14400,11401,6033
472,15789,Instituto Federal de Educação Ciência e Tecnologia de Goiás,,5165,18233,11401,5580
473,15809,UNIFACISA,,11173,14598,11401,6033
474,15809,Escola Nacional de Ciências Estatísticas,,25234,21378,11401,4768
475,15879,Unidade de Ensino Superior Vale do Iguaçu UNIGUAÇU,,7908,18084,9911,6033
476,15879,Faculdades Adventistas da Bahia FADBA,,6700,15032,11401,6033
477,15941,Faculdade Salesiana Maria Auxiliadora,,15503,14422,11401,6033
478,15941,Centro Universitário do Espírito Santo UNESC,,16897,14291,11401,6033
479,16008,Escola Paulista de Direito,,9059,15029,11401,6033
480,16052,Faculdade Cantareira,,11448,14910,11401,6033
481,16052,Faculdade Pernambucana de Saúde,,13132,17944,11401,5580
482,16111,Faculdade de Juazeiro do Norte,,11393,19542,8503,6033
