ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
483,16124,Escola da Cidade Faculdade de Arquitetura e Urbanismo AEAUSP,,12587,14920,11401,6033
484,16124,Faculdades São José,,15487,17253,10309,6033
485,16178,Faculdade Cidade Verde FCV,,12708,17525,10309,6033
486,16178,Complexo Educacional Ítalo Brasileira UNIÍTALO,,15007,14784,11401,6033
487,16189,Faculdade Integrada da Grande Fortaleza FGF,,12925,16031,11096,6033
488,16227,Faculdade Ubaense Ozanam Coelho,,7568,17761,10440,6033
489,16227,Faculdade AIEC,,15574,14784,11401,6033
490,16273,Faculdades Integradas Barros Melo,,10866,15236,11401,6033
491,16273,Centro Universitário de Barra Mansa,,12875,15075,11401,6033
492,16289,Faculdade Jesuita de Teologia e Filosofia FAJE,,11944,15153,11401,6033
493,16339,Centro de Ensino Superior do Amapá CEAP,,9742,15408,11401,6033
494,16339,Faculdade Anisio Teixeira FAT,,9699,15407,11401,6033
495,16369,Faculdade de Direito de Itu,,21800,14381,11401,6033
496,16425,Faculdade Cenecista de Rio Bonito FACERB,,23406,14260,11401,6033
497,16444,Faculdade de Medicina de Campos,,12914,17435,10542,6033
498,16453,União Educacional de Cascavel UNIVEL,,11971,15383,11401,6033
499,16459,Faculdades Milton Campos,,13729,15250,11401,6033
500,16468,Escola Superior de Advocacia da Ordem dos Advogados do Brasil,,10262,15543,11401,6033
501,16468,Faculdade Damas,,8261,15672,11401,6033
502,16468,União Metropolitana de Educação e Cultura UNIME,,17088,14975,11401,6033
503,16483,Instituto Educacional Sao Paulo INTESP,,25030,14107,11401,6033
504,16512,Centro Universitário São Camilo Espírito Santo,,10845,17215,10786,6033
505,16595,Faculdade IDEAU,,6954,15936,11401,6033
506,16664,Faculdade Novo Hamburgo IENH,,6231,16103,11401,6033
507,16691,Faculdade Regional da Bahia UNIRB,,14197,17456,10658,6033
508,16695,Instituto Metodista Granbery,,9372,15878,11401,6033
509,16695,Fundação Visconde de Cairu,,8673,15944,11401,6033
510,16711,Escola de Musica e Belas Artes do Paraná EMBAP,,9887,15867,11401,6033
511,16734,Fundação de Ensino Superior de Passos,,10511,16495,11232,6033
512,16743,Faculdade Zumbi dos Palmares,,10825,15844,11401,6033
513,16753,Instituto Tocantinense Presidente Antonio Carlos ITPAC,,12637,15724,11401,6033
514,16773,Centro Universitário Católico Salesiano Auxilium UNISALESIANO,,9742,15971,11401,6033
515,16804,Centro Universitario Assunção UNIFAI,,9169,16068,11401,6033
516,16821,Faculdades Integradas UNIFAFIBE,,7098,16228,11401,6033
517,16863,Faculdade do Centro Leste,,14475,17014,10987,6033
518,16906,Faculdade de Chapadão do Sul FACHASUL,,24434,14753,11401,6033
519,17005,Faculdade Teológica Sul Americana,,14892,15859,11401,6033
520,17017,Faculdades Santa Cruz,,9138,16303,11401,6033
521,17017,Faculdade Bezerra de Araújo,,23996,14960,11401,6033
522,17069,Faculdade de Pato Branco FADEP,,10278,16286,11401,6033
523,17102,Escola Politécnica de Saúde Joaquim Venâncio,,5241,23855,11401,4908
524,17102,Faculdades Integradas de Patos,,9195,19301,10053,6033
525,17132,Fundação Comunitária de Ensino Superior de Itabira FUNCESI,,10900,18431,10542,6033
526,17132,Faculdade de Direito de Santa Maria FADISMA,,10433,18014,10786,6033
527,17143,Faculdade Orígenes Lessa FACOL,,19907,15573,11401,6033
528,17143,Complexo Educacional São Judas Tadeu,,27410,17638,9485,6033
529,17163,Escola Superior de Gestão Comercial e Marketing ESIC,,15774,15973,11401,6033
530,17163,Faculdade de Direito do Sul de Minas FDSM,,12361,16250,11401,6033
531,17172,Instituto Federal Catarinense Campus Rio do Sul SC,,4369,18250,10987,6033
532,17172,Faculdade de Ciências Médicas da Paraíba,,10855,19452,11401,5580
533,17197,Faculdades ETEP,,19916,17340,10786,6033
534,17226,Fundação de Educação para o Trabalho de Minas Gerais UTRAMIG,,15214,16093,11401,6033
535,17232,Instituto de Ensino e Pesquisa em Adminsitração INEPAD,,25371,15027,11401,6033
536,17272,Faculdade Ateneu,,15032,16173,11401,6033
537,17272,Centro Universitário do Cerrado Patrocinio UNICERP,,12242,18506,10542,6033
538,17282,Faculdade de Ciências Humanas e Sociais FUCAMP FACIHUS,,9355,16578,11401,6033
539,17282,Faculdades Doctum,,10986,16467,11401,6033
540,17321,Faculdade de Tecnología Carlos Drummond de Andrade,,16542,16126,11401,6033
541,17367,Faculdade de Direito de Franca,,11746,16525,11401,6033
542,17403,Centro Universitário da Fundação Educacional Guaxupe UNIFEG,,8069,19987,11401,5580
543,17403,Universidade Patativa,,22616,15640,11401,6033
544,17419,Centro Universitário Sant'Anna UniSant'Anna,,17696,16144,11401,6033
545,17451,Faculdades ICESP PROMOVE de Brasilia,,11173,16668,11401,6033
546,17517,Faculdade Cambury,,13458,16583,11401,6033
547,17541,União Educacional do Norte UNINORTE,,14424,16538,11401,6033
548,17573,Escola Superior do Ministerio Publico FMP,,12471,16739,11401,6033
549,17624,Centro Universitário de Lavras UNILAVRAS,,17661,16383,11401,6033
550,17632,Faculdade Sete de Setembro Paulo Afonso FASETE,,7438,17188,11401,6033
551,17678,Faculdade Ages,,6445,17328,11401,6033
552,17707,Faculdade Metropolitana de Maringá UNIFAMMA,,18505,16395,11401,6033
553,17722,Faculdade das Américas FAM,,11118,17034,11401,6033
554,17722,Fundação Educacional Unificada Campograndense FEUC,,12283,16947,11401,6033
555,17771,Unidade de Ensino Superior Dom Bosco UNDB,,13365,20313,9658,6033
556,17794,Faculdades Integradas de Santa Fé do Sul FUNEC,,7853,17997,11232,6033
557,17808,Faculdade IESP,,14457,16863,11401,6033
558,17808,(1) Faculdade Especializada em Direito FADISP,,15200,16814,11401,6033
559,17819,Faculdade de Minas FAMINAS,,9829,17233,11401,6033
560,17831,Faculdade de Pindamonhangaba,,13132,21956,11401,5288
561,17831,Sistema Educacional Expoente,,13970,16943,11401,6033
562,17868,Faculdade dos Guararapes,,17888,16656,11401,6033
563,17898,FAA Faculdade Anhanguera de Anápolis,,15600,16892,11401,6033
564,17906,Faculdade de Administração e Negócios de Sergipe FANESE,,14729,18017,11096,6033
565,17961,Faculdade Horizontina FAHOR,,9887,18421,11096,6033
566,17961,Faculdade São Francisco de Barreiras,,16422,16907,11401,6033
567,18007,Faculdade Eduvale de Avaré,,13322,19430,10486,6033
568,18035,"FAI Centro de Ensino Superior em Gestão, Tecnologia e Educação",,13623,17249,11401,6033
569,18067,Faculdades Kennedy,,13810,17268,11401,6033
570,18067,Rede Metodista de Educação do Sul,,7205,23045,7580,6033
571,18088,Faculdade Fernão Dias,,22937,16441,11401,6033
572,18098,Instituto Singularidades,,20983,16655,11401,6033
573,18112,Faculdade Maria Milza FAMAM,,14576,17257,11401,6033
574,18152,Faculdade de Agudos,,16960,20250,9888,6033
575,18161,Centro de Pesquisas Epidemiológicas UFPEL,,13495,17391,11401,6033
576,18176,"Centro Superior de Tecnología em Hotelaria, Turismo e Gastronomia de São Paulo HOTEC",,17088,17121,11401,6033
577,18236,Faculdade Potiguar da Paraíba FPB,,14441,17412,11401,6033
578,18241,Faculdade de Ciências Biomédicas de Cacoal FACIMED,,6279,18070,11401,6033
579,18265,Fundacao Educacional de Andradina,,17696,20325,11401,5580
580,18280,Instituto Nacional de Pós Graduação INPG,,19606,17039,11401,6033
581,18291,União das Escolas Superiores de Rondônia UNIRON (ex UNIPEC),,7521,18022,11401,6033
582,18291,SIGBOL Fashion,,20495,16961,11401,6033
583,18304,Centro de Ensino Unificado de Teresina CEUT,,17307,17287,11401,6033
584,18335,Faculdade Souza Marques,,18704,17175,11401,6033
585,18353,Faculdade Pernambucana FAPE-PE,,18967,17186,11401,6033
586,18374,UNESC Rondonia,,13132,17699,11401,6033
587,18374,Carlos Chagas Instituto de Ciências da Saúde,,27455,26235,11401,4202
588,18402,Faculdade São Bernardo,,8240,18093,11401,6033
589,18437,Faculdade Paulista de Pesquisa e Ensino Superior FAPPES,,11620,17869,11401,6033
590,18437,Faculdades Spei,,20507,17128,11401,6033
591,18461,Faculdade Integrado INESUL,,8598,18138,11401,6033
592,18476,Faculdade Arnaldo,,13810,17766,11401,6033
593,18485,(1) Faculdade Antonio Meneghetti,,5492,18401,11401,6033
594,18495,Faculdade Alfredo Nasser,,10834,17997,11401,6033
595,18505,Faculdade Método de São Paulo FAMESP,,12055,17935,11401,6033
596,18519,Faculdade 2 de Julho,,15525,17672,11401,6033
597,18519,Faculdades Integradas de Fernandopolis FEF,,17151,17521,11401,6033
598,18538,Centro Universitário de Caratinga UNEC,,9814,18127,11401,6033
599,18538,Faculdade de Saúde Ibituruna,,17435,17514,11401,6033
600,18557,Universidade Regional Integrada do Alto Uruguai e das Missoes URI Santiago,,9572,18150,11401,6033
601,18596,Faculdade Evangélica do Meio Norte FAEME,,27410,15873,11401,6033
602,18615,Faculdade de Tecnología de Botucatu,,11126,19386,10987,6033
603,18632,Centro de Ensino Superior de Catalão CESUC,,16670,17705,11401,6033
604,18640,Faculdade Metropolitana da Grande Recife,,14576,17887,11401,6033
605,18661,Faculdade Cearense,,10881,19658,10875,6033
606,18661,Faculdade de Tecnología FATEC Rio Preto,,25443,17807,11096,6033
607,18661,Faculdades Integradas de Bauru,,17949,17620,11401,6033
608,18696,Faculdades Alves Faria ALFA,,13678,19026,11096,6033
609,18711,União das Faculdades dos Grandes Lagos,,12904,18112,11401,6033
610,18732,Senac Minas Gerais,,12708,18143,11401,6033
611,18732,Faculdade de Música do Espírito Santo,,16986,17788,11401,6033
612,18764,Centro Universitário Santo Agostinho UNIFSA,,10632,18330,11401,6033
613,18789,Faculdade de Americana FAM,,21094,17475,11401,6033
614,18813,Faculdade Estadual de Ciências Económicas de Apucarana FECEA,,16457,17936,11401,6033
615,18863,Faculdade Novo Milênio,,16343,18007,11401,6033
616,18871,Faculdade de Ciências Humanas ESUDA,,13729,18240,11401,6033
617,18876,Faculdades Cathedral,,11996,18377,11401,6033
618,18876,UNINTA Centro Universitario,,14115,19189,11096,6033
619,18898,Faculdade de Guanambi,,10230,18492,11401,6033
620,18924,Faculdades Adventistas de Minas Gerais FADMINAS,,16215,18116,11401,6033
621,18928,Escola Superior de Administração e Gestão ESAGS,,13810,18321,11401,6033
622,18928,Faculdade pelo Serviço Nacional de Aprendizagem Comercial Pernambuco,,14829,18256,11401,6033
623,18948,Faculdade Victor Hugo,,20551,17747,11401,6033
624,18957,Faculdade e Escola Técnica LS,,18689,21047,11401,5580
625,18970,Centro Universitário de Itajubá FEPI,,11520,18515,11401,6033
626,19053,Faculdade IESCAMP,,18487,18092,11401,6033
627,19062,Instituição Moura Lacerda,,12189,18578,11401,6033
628,19084,Faculdade de Direito de Sorocaba FADI,,21379,17838,11401,6033
629,19084,Autarquia de Ensino Superior de Garanhuns AESGA,,12532,18597,11401,6033
630,19099,(1) Faculdade de Ciências Gerenciais de Manhuaçu FACIG,,9733,18825,11401,6033
631,19105,(1) Faculdade Pio Décimo,,12272,18644,11401,6033
632,19119,Instituto Metodista Bennett,,16215,18376,11401,6033
633,19166,FATEC Jundiai,,16296,18401,11401,6033
634,19203,Universidade da Região da Campanha URCAMP,,10765,23725,11401,5288
635,19249,Faculdade Redentor,,11142,18896,11401,6033
636,19270,Faculdade Educacional de Araucária FACEAR,,15032,18643,11401,6033
637,19278,"Instituto Estadual de Educaçao, Ciencia e Tecnologia IEMA",,14370,18720,11401,6033
638,19278,Faculdades de Chapecó UCEFF,,8188,19137,11401,6033
639,19291,Faculdade Metropolitana de Manaus FAMETRO,,16106,18574,11401,6033
640,19291,Faculdade Católica de Rondônia FCR,,11520,18925,11401,6033
641,19291,Faculdades Integradas Pitágoras FIP-MOC,,12414,18868,11401,6033
642,19291,Faculdade São Luis Jaboticabal,,15828,18587,11401,6033
643,19311,Faculdade de Tecnologia São Caetano FATEC,,17915,18421,11401,6033
644,19323,Fundação Dracenense de Educação e Cultura FUNDEC,,13015,18858,11401,6033
645,19340,Fundação de Apoio à Tecnologia FAT,,22826,17991,11401,6033
646,19353,Faculdades Pequeno Príncipe,,13882,18817,11401,6033
647,19366,(1) Faculdades de Enfermagem e Medicina Nova Esperança FACENE / FAMENE,,10372,19079,11401,6033
648,19385,Faculdade de Medicina de Itajubá,,17839,18506,11401,6033
649,19395,Associação Catarinense de Ensino Faculdade Guilherme Guimbala ACE,,17088,18589,11401,6033
650,19403,Faculdade Escritor Osman da Costa Lins,,11877,19034,11401,6033
651,19426,Faculdade Sant'Ana,,11810,21723,10235,6033
652,19438,Centro Universitário Municipal de São José USJ,,14408,18872,11401,6033
653,19443,Faculdade Campos Elíseos,,12756,19014,11401,6033
654,19482,Faculdades Integradas de Três Lagoas AEMS,,12980,19056,11401,6033
655,19491,Faculdade Sul Americana FASAM,,17151,18727,11401,6033
656,19510,Faculdade de Tecnología de Sorocaba,,14865,18932,11401,6033
657,19523,Faculdade Paulista de Artes FPA,,18270,18674,11401,6033
658,19539,Faculdade Machado Sobrinho,,18856,18626,11401,6033
659,19564,Castelli Escola Superior de Hotelaria,,17307,18819,11401,6033
660,19610,Faculdades Integradas Rui Barbosa,,14441,19100,11401,6033
661,19625,Fundação Salvador Arena,,27603,16907,11401,6033
662,19625,Faculdade Metropolitana da Amazônia FAMAZ,,12398,21190,10658,6033
663,19668,Faculdade de Educação e Meio Ambiente FAEMA,,7971,19633,11401,6033
664,19681,Faculdade Processus,,10995,19422,11401,6033
665,19690,"Faculdade de Administração, Ciências, Educação e Letras FACEL",,23554,18346,11401,6033
666,19698,Faculdade de Olinda FOCCA,,21163,18593,11401,6033
667,19746,Faculdade de Filosofia Ciências e Letras de Mandaguari FAFIMAM,,14493,19252,11401,6033
668,19750,Faculdade Paraíso FAP,,14987,19217,11401,6033
669,19799,Faculdade QI,,21811,18685,11401,6033
670,19799,Faculdade Santa Maria de Glória,,19013,18954,11401,6033
671,19799,Faculdade Palotina de Santa Maria FAPAS,,15487,19248,11401,6033
672,19799,Faculdade de Tecnologia de Americana FATEC,,13544,19404,11401,6033
673,19840,Faculdade Paranaense,,15698,19273,11401,6033
674,19840,Faculdade Instituto Paulista de Ensino FIPEN,,13917,19407,11401,6033
675,19855,Faculdade São Roque,,20999,18813,11401,6033
676,19862,Faculdade de Tecnologia de Lins FATEC Lins,,15265,20662,10987,6033
677,19862,Faculdades do Integrão do Sertao FIS,,21735,18755,11401,6033
678,19872,Faculdade Batista Brasileira FBB,,19672,18973,11401,6033
679,19891,Faculdade União de Goyazes,,15441,19365,11401,6033
680,19900,Centro de Ensino Superior de Arcoverde,,15737,19345,11401,6033
681,19910,Faculdade do Vale do Jaguaribe,,11301,19713,11401,6033
682,19920,Faculdade Baiana de Direito,,18734,19116,11401,6033
683,19928,Inteligencia Educacional e Sistemas de Ensino IESDE,,27304,17777,11401,6033
684,19935,Centro Universitário Católico Salesiano Auxilium UNISALESIANO Lins,,11620,19731,11401,6033
685,19953,Faculdade Araguaia,,10642,19816,11401,6033
686,19953,Instituto Municipal de Ensino Superior de Catanduva IMES,,11840,19753,11401,6033
687,19953,Fundação Municipal de Ensino Superior de Bragança Paulista FESB,,14072,19573,11401,6033
688,19953,Faculdade de Engenharia São Paulo,,21760,18886,11401,6033
689,19968,Faculdades Unidas do Vale do Araguaia,,16215,19397,11401,6033
690,19968,Faculdade Maringá,,23311,18740,11401,6033
691,20019,Escola Superior de Educação Física de Jundiaí,,19567,19155,11401,6033
692,20019,Faculdade Machado de Assis,,18632,19245,11401,6033
693,20019,Fundação Educacional de Divinópolis FUNEDI,,23840,18725,11401,6033
694,20033,Instituto de Ciências Sociais e Humanas INCISOH (Centro de Educação Integrada do Vale do São Francisco),,22067,18937,11401,6033
695,20033,Faculdade Luciano Feijão,,13026,21016,10987,6033
696,20045,Universidade Virtual Publica do Brasil UniRede,,17696,19363,11401,6033
697,20053,Seminário Teológico Batista do Sul do Brasil,,25793,18452,11401,6033
698,20092,Escola Superior de Criciuma ESUCRI,,14729,19679,11401,6033
699,20092,Faculdade de Filosofia Ciencias e Letras de Caruaru FAFICA,,20374,19170,11401,6033
700,20104,Faculdade da Fundação Educacional Araçatuba FAC-FEA,,15127,19670,11401,6033
701,20104,Católica de Vitória,,11247,19966,11401,6033
702,20131,Escola Superior de Ensino Helena Antipoff Associação Pestalozzi de Niterói,,21750,19093,11401,6033
703,20139,Escola Superior Batista do Amazonas ESBAM,,17307,19537,11401,6033
704,20139,Faculdade Teológica Batista de São Paulo,,19847,19295,11401,6033
705,20180,Faculdade de Pará de Minas FAPAM,,14987,19778,11401,6033
706,20180,Faculdades São Camilo,,19805,19353,11401,6033
707,20192,Centro Universitário Planalto do Distrito Federal UNIPLAN,,20745,19286,11401,6033
708,20192,Faculdade Santa Maria FSM,,19758,19377,11401,6033
709,20192,Associação de Ensino Superior do Piauí AESPI,,23110,19051,11401,6033
710,20213,Faculdade Santa Helena,,21458,19224,11401,6033
711,20235,Faculdade UNIGRAN Capital,,19233,19502,11401,6033
712,20244,Faculdade Juscelino Kubitschek,,17771,19650,11401,6033
713,20244,Fundação Instituto Tecnológico de Osasco FITO,,14829,19896,11401,6033
714,20255,Faculdade de Administração e Artes de Limeira FAAL,,15985,19816,11401,6033
715,20255,Faculdade Nova Roma,,18500,19597,11401,6033
716,20255,Faculdade Estadual de Filosofia Ciências e Letras de União da Vitoria FAFI,,13761,20021,11401,6033
717,20255,Faculdade Doutor Leocádio José Correia FALEC,,25900,18739,11401,6033
718,20269,Centro Universitário Adventista de São Paulo Campus São Paulo UNASP-SP,,18961,19562,11401,6033
719,20269,UniSEB Interativo (Faculdade Interativa COC UniCOC),,27204,18307,11401,6033
720,20269,Faculdade de Direito da Alta Paulista / Faculdade da Alta Paulista FADA,,17540,19709,11401,6033
721,20269,Institutos Superiores de Ensino do Censa ISECENSA,,16263,19801,11401,6033
722,20282,Faculdade Padre João Bagozzi,,19907,19481,11401,6033
723,20292,Instituto de Ensino Superior de Rondonia Faculdades Associadas de Ariquemes FAAR,,14197,20025,11401,6033
724,20292,CATHEDRAL Faculdades Cathedral Barra do Garças,,11634,20208,11401,6033
725,20308,Escola de Negócios UBS,,21716,19322,11401,6033
726,20308,Faculdade Roraimense de Ensino Superior FARES,,17810,19720,11401,6033
727,20359,Faculdade Venda Nova do Imigrante FAVENI,,11930,20282,11401,6033
728,20382,INCISA IMAM,,19665,19643,11401,6033
729,20382,UNIBRATEC,,18341,19766,11401,6033
730,20395,Faculdades Integradas de Itapetininga FKB,,17114,19896,11401,6033
731,20395,Faculdade Santa Terezinha CEST,,13428,20211,11401,6033
732,20407,Faculdade Anchieta,,20062,19637,11401,6033
733,20430,Grupo Polis Educacional,,17949,19873,11401,6033
734,20430,Faculdade de Ilhéus,,20894,19588,11401,6033
735,20458,Faculdades FACET,,19924,19738,11401,6033
736,20467,Faculdade Ceres FACERES,,15032,20196,11401,6033
737,20467,Faculdades IPEP,,22705,19444,11401,6033
738,20485,Faculdade de Ciências e Tecnologia do Maranhão FACEMA,,6844,20817,11401,6033
739,20485,Escola e Faculdade Luterana São Marcos,,13458,20351,11401,6033
740,20500,União Educacional de Brasília UNEB,,24408,19289,11401,6033
741,20500,Faculdade de Ciências da Saúde de São Paulo FACIS,,22117,19569,11401,6033
742,20522,Faculdade de Ensino Superior de São Miguel do Iguacu FAESI,,16369,20156,11401,6033
743,20533,Faculdade de Tecnología de Alagoas FAT,,17566,20067,11401,6033
744,20533,Faculdade de Tecnología CETEP,,12890,20433,11401,6033
745,20542,Faculdade Marechal Rondon,,18621,19960,11401,6033
746,20558,Faculdade Flamingo,,22616,19569,11401,6033
747,20570,Prof Antônio Belizandro Barbosa Rezende FATEC Itapetininga,,15441,20904,11232,6033
748,20588,Instituto Municipal de Ensino Superior de Bebedouro Victorio Cardassi IMESB,,12506,20549,11401,6033
749,20588,Faculdade Montes Belos,,15441,20309,11401,6033
750,20600,Faculdade Instituto de Desenvolvimento Cultural IDC,,15622,20306,11401,6033
751,20612,Faculdade de Tecnologia CDL Câmara de Dirigentes Lojistas de Fortaleza,,19879,19924,11401,6033
752,20629,Faculdades Integradas Teresa d'Ávila FATEA,,10404,23729,11401,5580
753,20629,Faculdade de Tecnología FATEC Jahu,,20426,19892,11401,6033
754,20629,Instituto Cuiabano de Educação ICE,,13810,20488,11401,6033
755,20660,Faculdades FACCAT,,18798,20102,11401,6033
756,20660,Faculdade Lourenço Filho FLF,,22299,19740,11401,6033
757,20671,Faculdade Educacional de Colombo INESUL,,12165,20656,11401,6033
758,20685,Faculdade de Ciências Sociais Aplicadas de Extrema FAEX,,13858,20553,11401,6033
759,20694,Faculdade Talentos Humanos FACTHUS,,16215,20354,11401,6033
760,20694,"Fundação de Apoio ao Ensino, Pesquisa e Assistência FAEPA",,19300,20093,11401,6033
761,20714,Faculdade de Ciências Sociais Aplicadas do Sul de Minas Gerais FACESM,,16048,20401,11401,6033
762,20714,Faculdades Integradas de Jacarepagua FIJ,,20932,19938,11401,6033
763,20728,Faculdade de Ciências e Tecnología de Birigüi FATEB,,19494,20121,11401,6033
764,20728,Faculdade Luterana de Teologia,,17739,20274,11401,6033
765,20762,Faculdade Guairacá Guarapuava,,5607,21259,11401,6033
766,20796,"União das Instituições de Serviços, Ensino e Pesquisa UNISEP",,23715,19740,11401,6033
767,20796,Escola de Governo Professor Paulo Neves de Carvalho,,16831,20438,11401,6033
768,20811,Faculdade Santos Dumont FESJ,,15896,20541,11401,6033
769,20811,Faculdades Borges de Mendonça,,13594,22503,10718,6033
770,20818,Faculdade Católica Dom Orione FACDO,,20453,20146,11401,6033
771,20818,Faculdades Gammon,,17593,20398,11401,6033
772,20831,Faculdade de Medicina de Barbacena FAME,,15851,20591,11401,6033
773,20843,Faculdade de Tecnología Ciências e Educação FATECE,,17329,20464,11401,6033
774,20858,Faculdades Secal,,14131,20711,11401,6033
775,20867,Faculdades Integradas Espírita,,17981,20426,11401,6033
776,20876,Faculdade de Direito de Varginha FADIVA,,12614,20846,11401,6033
777,20876,Faculdade das Atividades Empresariais de Teresina FAETE,,23554,19852,11401,6033
778,20886,Faculdade Nossa Senhora Aparecida,,20533,20205,11401,6033
779,20895,Centro Universitário Paulistano UNIPAULISTANA,,16489,20605,11401,6033
780,20895,Faculdade de Cuiabá FAUC,,21485,20135,11401,6033
781,20895,União de Escolas Superiores de Olinda FUNESO,,18099,20451,11401,6033
782,20905,Faculdade de Ciências Económicas Administrativas e Contabeis de Divinopolis FACED,,15723,20673,11401,6033
783,20916,Fundação São José Centro Universitário São José de Itaperuna,,12843,20881,11401,6033
784,20916,Faculdade São Mateus Instituto Vale do Cricaré UNIVC,,17435,20546,11401,6033
785,20935,Unidade de Ensino Superior de Feira de Santana UNEF,,19954,20322,11401,6033
786,20935,Faculdades Integradas Campos Salles,,17593,20546,11401,6033
787,20953,Associação de Ensino de Botucatu UNIFAC,,20834,20254,11401,6033
788,20962,Faculdade de Ciências e Tecnología de Unaí,,14457,20805,11401,6033
789,20962,Faculdade Sinop,,13146,20908,11401,6033
790,20976,Faculdades Integradas do Vale do Ivaí,,13810,20862,11401,6033
791,20976,Faculdade de Educação Santa Terezinha FEST,,12179,20984,11401,6033
792,20987,Faculdade de Macapá FAMA,,21406,20227,11401,6033
793,20987,Faculdade de Filosofia e Ciencias Humanas de Goiatuba,,24266,19879,11401,6033
794,20987,Serviço Nacional de Aprendizagem Industrial do Pernambuco,,10495,21123,11401,6033
795,20999,Fundação Educacional Montes Claros,,16516,20704,11401,6033
796,20999,Instituto Camillo Filho ICF,,22275,20177,11401,6033
797,21021,Faculdades Integradas de Itarare,,13690,20938,11401,6033
798,21038,Faculdade de Ciências Económicas do Triângulo Mineiro,,11663,21108,11401,6033
799,21049,Faculdades Integradas de Santo André FEFISA,,27705,18544,11401,6033
800,21059,Faculdade Capivari FUCAP,,13513,21007,11401,6033
801,21078,Faculdade de Jandaia do Sul FAFIJAN,,16319,20796,11401,6033
802,21087,Faculdades Logatti Araraquara,,19841,20527,11401,6033
803,21114,Faculdade Aldete Maria Alves FAC-FAMA,,13289,21078,11401,6033
804,21125,Faculdade de Administração de Curvelo,,17362,20772,11401,6033
805,21155,Faculdade Teológica Batista do Paraná,,22371,20342,11401,6033
806,21155,Sociedade de Ensino Universitario do Nordeste SEUNE,,12833,21160,11401,6033
807,21194,Faculdade Metropolitana Porto Velho,,18341,20757,11401,6033
808,21203,Faculdade de Ciências Humanas de Olinda FACHO,,22022,20427,11401,6033
809,21203,Faculdade Municipal Professor Franco Montoro,,19558,20679,11401,6033
810,21216,Faculdade de São Vicente UNIBR,,20845,20585,11401,6033
811,21216,Faculdade de Quatro Marcos,,11867,21306,11401,6033
812,21216,Centro de Ensino Superior de São Gotardo CESG,,14197,21128,11401,6033
813,21227,Escola Superior São Francisco de Assis ESFA,,11358,21355,11401,6033
814,21227,Faculdade do Futuro,,14548,21109,11401,6033
815,21249,Faculdade do Noroeste de Minas FINOM,,21053,20600,11401,6033
816,21249,Associação de Escolas Reunidas ASSER,,16048,21023,11401,6033
817,21269,Faculdades Sudamérica,,21860,20532,11401,6033
818,21280,Faculdade de São Bento do Rio de Janeiro,,26446,19869,11401,6033
819,21289,CEDEPE Business School,,21350,20627,11401,6033
820,21302,Faculdade de Tecnología de Praia Grande CEETEPS,,15774,21105,11401,6033
821,21302,Instituto Santo Tomás de Aquino ISTA,,16132,21076,11401,6033
822,21325,Fundação Lowtons de Educação e Cultura FUNLEC,,17276,21007,11401,6033
823,21325,Faculdade Hélio Rocha,,26336,19934,11401,6033
824,21325,Centro Universitário de Araras Dr Edmundo Ulson UNAR,,18456,20895,11401,6033
825,21332,Faculdade de Estudos Avancados do Pará FEAPA,,16516,21078,11401,6033
826,21365,Associação Vitoriana de Ensino Superior FAVI,,21173,20695,11401,6033
827,21374,Faculdade Latino Americana de Educação Administraçao Turismo e Pedagogia FLATED,,21360,20690,11401,6033
828,21374,Faculdade Bilac,,20524,20777,11401,6033
829,21387,Faculdades Eduvale,,14115,21344,11401,6033
830,21387,Faculdade de Ciências Sociais Aplicadas de Belo Horizonte FACISABH,,25056,20261,11401,6033
831,21387,Faculdade de Tecnologia de São José dos Campos FATEC,,24023,20403,11401,6033
832,21387,Instituto Capacitare,,26566,19924,11401,6033
833,21398,Faculdade Amadeus FAMA,,9873,21696,11401,6033
834,21398,Faculdade de Filosofia Ciências e Letras de Ibitinga FAIBI,,19213,20895,11401,6033
835,21398,Faculdade Paulista de Serviço Social FAPSS,,19249,20908,11401,6033
836,21398,Faculdade de Tecnología de Piracicaba FATEP,,19277,20895,11401,6033
837,21426,Faculdade CESREI,,16006,21219,11401,6033
838,21426,Centro de Ensino Superior de Foz do Iguaçu CESUFOZ,,22489,20643,11401,6033
839,21426,Faculdade de Odontologia do Recife,,24655,20363,11401,6033
840,21441,Faculdades Monteiro Lobato,,18294,21029,11401,6033
841,21461,Faculdade de Ciências e Educação de Rubiataba FACER,,12925,21533,11401,6033
842,21472,Escola Superior Madre Celeste ESMAC,,18290,21071,11401,6033
843,21482,Faculdade de Dança Angel Vianna,,24408,20469,11401,6033
844,21503,Faculdade Legale,,16215,21288,11401,6033
845,21509,CECON Centro Educacional Conceição Nunes,,16542,21280,11401,6033
846,21509,Faculdade Santíssimo Sacramento,,17810,21160,11401,6033
847,21509,Faculdade Network,,16296,21301,11401,6033
848,21509,Faculdade do Sul da Bahia FASB,,20566,20908,11401,6033
849,21526,Faculdade de Tecnologia de Indaiatuba,,15851,21370,11401,6033
850,21538,Faculdade Canção Nova,,17276,21255,11401,6033
851,21550,Faculdade Planalto IESPLAN,,23640,20653,11401,6033
852,21594,Faculdade Batista Pioneira,,14354,21601,11401,6033
853,21602,Faculdade Nobre,,22440,20835,11401,6033
