ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
839,4207,Wagner College,,5607,2949,4825,5288
840,4221,Saint Mary's College of California,,4422,1590,2463,6033
841,4221,Millsaps College,,16343,3633,5228,4908
842,4226,Harrisburg University of Science & Technology,,10296,1208,3772,6033
843,4229,(3) University of Minnesota Morris,,4488,10418,2437,4029
844,4233,Marietta College,,4000,1896,8401,5288
845,4236,Francis Marion University,,7624,3015,4643,5288
846,4246,Savannah College of Art and Design,,1904,857,7838,6033
847,4255,New England College of Optometry,,13552,7524,5892,4095
848,4260,Morehouse College,,7868,2142,4853,5580
849,4260,Park University,,8814,2665,5691,5288
850,4264,Ashland University,,5180,1487,3262,6033
851,4268,Lewis & Clark State College,,6445,2511,3915,5580
852,4268,Minnesota State University Moorhead,,2902,1427,4236,6033
853,4271,State University of New York Empire State College,,6723,1358,3943,6033
854,4281,California College of the Arts,,3419,1434,4173,6033
855,4289,Walsh University,,5773,3379,6347,5064
856,4293,North Park University,,6588,1805,6602,5580
857,4298,Houston Community College System,,1195,1470,4961,6033
858,4298,State University of New York Plattsburgh,,5753,1696,2624,6033
859,4304,Daemen College,,6531,2884,5926,5288
860,4307,Antioch University,,6007,1886,1982,6033
861,4307,Oral Roberts University,,5459,2286,5156,5580
862,4318,Princeton Theological Seminary,,5674,2357,10486,4768
863,4319,Wayne State College,,7568,3756,5505,5064
864,4337,Hult International Business School,,7704,1853,2197,6033
865,4346,Grove City College,,4327,2904,6638,5288
866,4351,University of Montevallo,,7568,3707,5967,5064
867,4354,Quinnipiac University,,9117,699,8720,6033
868,4356,Lone Star College,,3274,1582,4248,6033
869,4358,School of the Art Institute of Chicago,,3575,1258,5885,6033
870,4361,University of Missouri System,,1857,1347,5945,6033
871,4368,Santa Monica College,,3206,1388,5402,6033
872,4374,Western State Colorado University,,6700,2773,4196,5580
873,4377,Mississippi College,,3697,2195,6523,5580
874,4380,Bemidji State University,,4671,2908,4218,5580
875,4382,Concordia University Irvine,,7521,3160,7580,5064
876,4387,(4) South University,,11126,2709,4039,5580
877,4399,Palmer College of Chiropractic,,7067,2386,5555,5580
878,4403,Austin Community College,,2021,1123,7436,6033
879,4408,Bethel University Minnesota,,3982,1885,3311,6033
880,4415,Champlain College,,4576,1304,6040,6033
881,4415,(4) Western Governors University,,5165,1471,4977,6033
882,4419,Devry University,,9520,1203,5935,6033
883,4427,University of Texas System,,1431,1337,6793,6033
884,4435,State University of New York Institute of Technology Utica/Rome SUNY Poly,,5081,2424,1682,6033
885,4437,University of South Carolina Beaufort,,12398,5344,4241,4908
886,4441,Saint John Fisher College,,3213,2263,2481,6033
887,4443,College of DuPage,,2689,1092,7828,6033
888,4446,University of North Alabama,,1331,2064,3891,6033
889,4453,University of Wisconsin Colleges,,3878,1671,4719,6033
890,4457,Carthage College,,2978,1580,5373,6033
891,4460,Elmhurst College,,8240,1537,4674,6033
892,4460,Saint Mary's University San Antonio Texas,,6279,2138,2531,6033
893,4460,Shepherd University,,5226,2927,4882,5580
894,4465,University of South Florida Sarasota Manatee,,4791,6360,11401,3446
895,4465,Bellevue University,,8106,2722,7634,5288
896,4467,St Catherine University (College of Saint Catherine),,6304,1837,3638,6033
897,4469,Palomar College,,3473,601,10542,6033
898,4472,Lake Erie College,,9900,6071,10542,3860
899,4477,Henderson State University,,9520,2981,4311,5580
900,4480,Manhattanville College,,8705,2791,4919,5580
901,4487,Northwestern Health Sciences University,,9093,4719,6285,4908
902,4491,Edgewood College,,7025,2777,5283,5580
903,4493,Coe College,,5180,3040,916,6033
904,4495,Fort Valley State University,,7719,4460,5580,5064
905,4504,Touro College,,4258,2444,2261,6033
906,4504,Colorado Mesa University (Mesa State College),,5798,3338,4009,5580
907,4508,Ripon College,,6494,3247,4243,5580
908,4515,Messiah College,,4233,1707,5032,6033
909,4515,(4) National University,,7963,2047,3130,6033
910,4518,Montgomery College,,2171,1770,5353,6033
911,4525,Berea College,,4053,1697,5185,6033
912,4530,Bridgewater College,,8927,3297,6638,5288
913,4533,Baldwin Wallace University,,7098,1858,4138,6033
914,4533,Washington College,,3443,1977,4339,6033
915,4537,Hawaii Pacific University,,6279,2350,2446,6033
916,4537,Saint Martin's University,,9689,3105,4527,5580
917,4541,Mercyhurst University,,5550,2185,3187,6033
918,4542,Maryville University of Saint Louis,,6344,1507,5774,6033
919,4542,Saint Bonaventure University,,3460,1831,4948,6033
920,4544,University of Texas Permian Basin,,6370,3510,3875,5580
921,4547,Southern Arkansas University,,5955,3079,5105,5580
922,4556,Northern Virginia Community College,,2821,1415,7054,6033
923,4556,University of Washington Bothell,,5926,1993,3940,6033
924,4558,Saint Mary's College of Maryland,,6210,2372,2589,6033
925,4558,Keck Graduate Institute,,12283,2626,1428,6033
926,4561,California Institute of Integral Studies,,6628,1922,4186,6033
927,4561,Rocky Mountain University of Health Professions,,18238,10569,5980,3735
928,4564,Purchase College SUNY,,7025,2288,2832,6033
929,4573,Ivy Tech State College,,4233,1624,5862,6033
930,4574,New Jersey City University,,7318,2182,3269,6033
931,4579,(1) Northeastern State University,,6445,2212,3329,6033
932,4582,Albany State University,,11223,3956,5262,5288
933,4585,Presbyterian College,,8449,3316,4467,5580
934,4587,Philadelphia University,,4209,2197,3832,6033
935,4587,Adams State University,,6531,3204,5029,5580
936,4587,University of North Texas Health Science Center,,3669,3461,953,6033
937,4591,Nazareth College of Rochester,,4798,2732,6631,5580
938,4596,CUNY LaGuardia Community College,,6916,4394,11401,4095
939,4605,SUNY College of Optometry,,12875,6363,2422,5064
940,4610,Assumption College,,8059,2061,3904,6033
941,4610,Utica College,,4692,2221,3835,6033
942,4613,City College of San Francisco,,4081,1570,6484,6033
943,4614,Wheaton College Norton Massachusetts,,4204,2498,3028,6033
944,4614,Lynchburg College,,5165,2188,3931,6033
945,4619,Lipscomb University,,4623,2181,4094,6033
946,4622,Goshen College,,3130,1569,6785,6033
947,4624,(4) American Public University System,,5226,1772,5529,6033
948,4624,Jacksonville University,,8528,2467,2643,6033
949,4635,Oregon Institute of Technology,,5888,2367,3397,6033
950,4641,Doane University,,5773,3920,8209,5064
951,4646,Montana State University Billings,,5387,2866,6696,5580
952,4656,Alverno College,,6844,3127,5928,5580
953,4656,Seton Hill University,,2882,1534,7347,6033
954,4662,University of Findlay,,3955,2506,3575,6033
955,4668,Lindenwood University,,5410,2891,2277,6033
956,4671,Rutgers The State University of New Jersey Newark,,451,3571,2236,6033
957,4671,Eastern Mennonite University,,4268,2198,4660,6033
958,4684,Prescott College,,12165,3302,5038,5580
959,4684,Alcorn State University,,11892,3140,5526,5580
960,4693,(4) Ashford University,,11118,1542,6437,6033
961,4702,Drury University,,7668,1920,5385,6033
962,4707,Hood College,,2130,2115,5759,6033
963,4710,Westminster College Salt Lake City,,8711,2612,2941,6033
964,4713,Saint Norbert College,,4692,2443,4035,6033
965,4713,Golden Gate University,,5241,2194,4811,6033
966,4718,Washington & Jefferson College,,2998,2139,5558,6033
967,4719,Mercy College New York,,4351,2539,3886,6033
968,4723,(3) Loyola Law School Los Angeles,,5477,2509,3807,6033
969,4727,Lewis University,,6093,2227,4706,6033
970,4728,Bennington College,,6210,1950,5695,6033
971,4736,Dominican University River Forest IL,,5387,2501,3957,6033
972,4742,Christian Brothers University,,5819,1857,6192,6033
973,4747,National Louis University,,8541,2449,3798,6033
974,4747,Bard College at Simon's Rock,,10825,3875,4317,5580
975,4753,Cabrillo College,,3730,1669,7307,6033
976,4753,Concordia University Portland,,5773,1848,6298,6033
977,4757,Menlo College,,7205,5261,4476,5288
978,4757,Moravian College,,6700,2726,3268,6033
979,4761,Eastern Oregon University,,6043,2672,7930,5580
980,4767,US Naval War College,,6370,2631,3621,6033
981,4768,John Marshall Law School,,4560,2308,4966,6033
982,4770,Indiana University Kokomo,,10179,5698,3412,5288
983,4773,City Colleges of Chicago,,4446,2409,4756,6033
984,4780,Minot State University,,6258,3700,5499,5580
985,4780,Broward College,,4465,2297,5136,6033
986,4783,Wentworth Institute of Technology,,6072,2769,3458,6033
987,4783,York College of Pennsylvania,,6723,2249,4948,6033
988,4788,Otterbein University,,5317,2437,4598,6033
989,4789,(1) Santa Barbara City College,,4455,1782,7026,6033
990,4789,Union University Tennessee,,3293,2536,4750,6033
991,4800,Eastern Nazarene College,,7777,4865,5532,5288
992,4800,Endicott College,,6588,3114,2539,6033
993,4809,Lander University,,7205,2143,5452,6033
994,4811,Claflin University,,8658,4807,5604,5288
995,4811,Bethel College Indiana,,11497,1505,7417,6033
996,4819,Community College of Baltimore County,,4316,2084,6196,6033
997,4820,Maryland Institute College of Art,,4108,1618,7874,6033
998,4827,Mount San Antonio College,,3575,1954,6894,6033
999,4828,Johnson C Smith University,,9748,3816,5207,5580
1000,4831,University of Wisconsin Superior,,4791,2605,4541,6033
1001,4833,American Film Institute,,2242,636,11401,6033
1002,4845,Full Sail University,,11735,1849,6341,6033
1003,4845,Alvernia University,,7025,1897,6649,6033
1004,4852,(4) Strayer University,,10658,2097,5693,6033
1005,4852,Saint Leo University,,6628,2025,6383,6033
1006,4861,Lynn University,,7098,2159,6026,6033
1007,4864,Alamo Community Colleges,,3487,2483,5518,6033
1008,4866,Valencia College,,3355,2183,6597,6033
1009,4870,Saint Ambrose University,,8509,2432,4955,6033
1010,4872,University of Saint Thomas Houston,,6279,2890,3948,6033
1011,4878,Point Loma Nazarene University,,7395,3201,2953,6033
1012,4878,College of the Atlantic,,8504,3118,3075,6033
1013,4891,Digipen Institute of Technology,,8398,2166,6133,6033
1014,4893,Art Center College of Design,,6072,1404,9071,6033
1015,4893,Northwest Nazarene University,,8553,1860,7152,6033
1016,4893,Worcester State University,,6279,3111,3527,6033
1017,4897,Spring Hill College,,10359,3106,7607,5580
1018,4901,Stonehill College,,5955,2819,4476,6033
1019,4906,Queens University of Charlotte,,10076,2829,3977,6033
1020,4909,Shawnee State University,,8229,4072,5555,5580
1021,4911,Baker College,,9840,2011,6596,6033
1022,4911,East Stroudsburg University,,6559,2910,4208,6033
1023,4921,Santa Rosa Junior College,,3213,1824,8241,6033
1024,4921,Farmingdale State College SUNY,,6007,2900,4492,6033
1025,4929,Concordia University Saint Paul,,3213,2698,5600,6033
1026,4929,Olivet Nazarene University,,6304,1859,7683,6033
1027,4929,Union County College,,7772,3615,2353,6033
1028,4937,Hebrew Union College,,2529,2472,6446,6033
1029,4937,Virginia Maryland Regional College of Veterinary Medicine,,13289,14759,11401,1998
1030,4937,(4) Purdue University Global: (Kaplan University),,13026,2029,6419,6033
1031,4941,Scripps College,,6880,2667,5080,6033
1032,4941,Warren Wilson College,,13576,3180,7417,5580
1033,4941,Whitworth University,,6043,3130,3920,6033
1034,4944,Black Hills State University,,6811,3358,7653,5580
1035,4949,Indiana Wesleyan University,,6007,2427,5988,6033
1036,4954,Heidelberg University,,5629,3126,4080,6033
1037,4954,Maryville College,,10562,4263,7759,5288
1038,4954,Salt Lake Community College,,5984,2356,6206,6033
1039,4960,School of Visual Arts,,2347,851,11232,6033
1040,4968,Des Moines University,,2773,3841,2921,6033
1041,4969,University of Mary Hardin Baylor,,4065,3423,3652,6033
1042,4972,Alderson Broaddus University,,10791,5757,6903,5064
1043,4973,Argosy University,,7067,2674,5315,6033
1044,4977,College of Saint Scholastica,,7287,2073,7155,6033
1045,4979,Northern State University,,8246,2089,7046,6033
1046,4979,Northwestern State University of Louisiana,,6258,2494,5971,6033
1047,4984,Carlos Albizu University,,13234,6909,4960,5064
1048,4986,(4) Keiser University,,8240,2585,5497,6033
1049,4986,Wartburg College,,6445,3060,4427,6033
1050,4989,Alaska Pacific University,,9520,4364,5442,5580
1051,4993,Samuel Merritt University,,8991,4488,5265,5580
1052,5004,Marshall B Ketchum University (Southern California College of Optometry),,11605,11361,5329,4269
1053,5004,Community College of Southern Nevada,,6043,2105,7385,6033
1054,5004,Concordia University Wisconsin,,8860,2924,4656,6033
1055,5010,Lee University,,6987,3568,7614,5580
1056,5021,Dixie State University,,5904,2393,6602,6033
1057,5024,Foothill-De Anza Community College District,,3494,2747,6092,6033
1058,5027,Columbus State Community College,,5984,2333,6828,6033
1059,5027,Saint Vincent College,,5550,3113,4685,6033
1060,5027,Southern Baptist Theological Seminary,,3708,2165,7770,6033
1061,5034,Albright College,,7794,3369,3648,6033
1062,5034,Eastern University,,6916,2419,6448,6033
1063,5041,Pasadena City College,,6954,2497,6272,6033
1064,5041,D’Youville College,,6811,2515,6253,6033
1065,5041,Vermont Technical College,,8509,3808,2559,6033
1066,5045,Saint Mary's College Notre Dame,,6405,2817,5467,6033
1067,5045,Catawba College,,7205,4304,6170,5580
1068,5048,Florida A&M University and Florida State University FAMU FSU College of Engineering,,7287,19461,4946,2716
1069,5051,Desales University,,4455,2713,6132,6033
1070,5060,Aurora University,,4717,2642,6335,6033
1071,5060,State University of New York Suffolk County Community College,,8086,2179,7294,6033
1072,5062,Harper College,,4827,2682,6231,6033
1073,5062,Sinclair Community College,,2651,2985,5948,6033
1074,5067,Florida Southern College,,11048,3068,4463,6033
1075,5070,Westminster College New Wilmington,,3494,3076,5507,6033
1076,5070,Marywood University,,6559,3136,4806,6033
1077,5070,Central State University,,12375,4743,4916,5580
1078,5073,Miracosta College,,5032,2299,7369,6033
1079,5075,Vanguard University of Southern California,,13667,2705,9230,5580
1080,5075,Elizabeth City State University,,5858,3227,4699,6033
1081,5079,Taylor University,,4707,2714,6350,6033
1082,5080,Nassau Community College,,6559,3274,8672,5580
1083,5082,Meredith College,,8202,2943,5333,6033
1084,5090,Flagler College,,5589,2471,6943,6033
1085,5095,Art Institutes,,5369,787,11401,6033
1086,5099,Rasmussen College (Webster College & Aakers College),,10562,1114,10542,6033
1087,5099,Sage Colleges,,7205,2269,7404,6033
1088,5105,Thomas University,,11692,6462,11401,4095
1089,5109,Carroll University,,8809,3215,4654,6033
1090,5115,Hollins University,,7395,2986,5489,6033
1091,5118,Delta State University,,4251,3116,5624,6033
1092,5122,Saint Petersburg College,,3473,2254,8165,6033
1093,5122,Wake Technical Community College,,7098,1882,8714,6033
1094,5131,Molloy College,,5032,3464,4709,6033
1095,5131,Tougaloo College,,10453,4028,10309,5064
1096,5135,Louisiana State University Alexandria,,9530,6307,7380,5064
1097,5138,Air Force Institute of Technology,,7484,4693,1701,6033
1098,5146,Mesa Community College,,4120,1329,10600,6033
1099,5146,Franklin University,,9632,2453,7088,6033
1100,5155,Mount St Mary's University Emmitsburg,,6751,3285,5146,6033
1101,5169,Community College of Rhode Island,,4671,3041,6291,6033
1102,5169,Colby Sawyer College,,11150,4009,9462,5288
1103,5173,Our Lady of the Lake University,,9448,2998,5791,6033
1104,5181,Tarrant County College,,3620,3066,6512,6033
1105,5181,Manchester University,,5410,3149,5930,6033
1106,5185,Guilford College,,8927,3088,5674,6033
1107,5185,Anne Arundel Community College,,5550,2611,7313,6033
1108,5185,Southern Nazarene University,,7287,2715,6850,6033
1109,5190,William Jewell College,,8790,4853,6127,5580
1110,5194,Georgia Gwinnett College,,3982,4762,2460,6033
1111,5194,Illinois College,,13132,4628,6177,5580
1112,5194,Coppin State University,,9205,4507,6797,5580
1113,5194,(4) Northcentral University,,7256,3908,3829,6033
1114,5200,Palm Beach Atlantic University,,7169,3531,4805,6033
1115,5200,Framingham State University,,7484,3589,4626,6033
1116,5200,Rockhurst University,,7395,3876,3905,6033
1117,5203,Misericordia University,,3750,3295,5950,6033
1118,5203,Naropa University,,6987,2336,7984,6033
1119,5212,Elmira College,,5196,3176,6049,6033
1120,5216,Metropolitan State University,,7287,3994,3711,6033
1121,5219,Chicago School of Professional Psychology,,8363,4306,2870,6033
1122,5219,Carson Newman University,,6344,1640,9911,6033
1123,5222,Columbia International University,,7438,4617,2355,6033
1124,5222,Massachusetts College of Art and Design,,4827,2319,8387,6033
1125,5222,University of Advancing Technology,,16516,4116,2411,6033
1126,5227,Rogers State University,,6954,2339,8095,6033
1127,5227,Husson University,,11126,3416,4799,6033
1128,5227,Jewish Theological Seminary,,7757,2616,7260,6033
1129,5231,Highline Community College,,4517,2779,7323,6033
1130,5231,Southwest Minnesota State University,,9240,2261,8098,6033
1131,5237,Stevenson University (Villa Julie College),,4251,3436,5666,6033
1132,5239,Letourneau University,,7860,3095,6089,6033
1133,5240,Fresno Pacific University,,6370,2577,7614,6033
1134,5244,Ringling College of Art & Design,,9111,2502,7571,6033
1135,5253,Lane Community College,,4114,2200,8942,6033
1136,5256,Saint Thomas University Miami,,7809,2644,7360,6033
1137,5260,AIMS Community College,,7668,2201,8557,6033
1138,5262,Excelsior College,,6007,2112,8975,6033
1139,5268,Muskingum University,,8206,2170,8638,6033
1140,5268,Bethune Cookman University,,8379,3252,5748,6033
1141,5272,Madison Area Technical College,,5145,3339,5971,6033
1142,5275,Anderson University Indiana,,1063,2873,8284,6033
1143,5277,North Carolina Wesleyan College,,11223,2574,7342,6033
1144,5281,Saddleback College,,4209,2909,7392,6033
1145,5281,Simpson College Indianola,,6700,2700,7518,6033
1146,5281,Viterbo University,,4310,3617,5528,6033
1147,5286,University of Arkansas Division of Agriculture,,5018,2031,9343,6033
1148,5286,Saint Francis University,,6588,3646,5127,6033
1149,5299,University of West Alabama,,5984,3775,4916,6033
1150,5299,School for International Training,,6093,2352,8466,6033
1151,5303,California State University California Maritime Academy,,9015,3662,4877,6033
1152,5303,Cuyahoga Community College,,2747,2854,7894,6033
1153,5309,Oglethorpe University,,6405,2655,7776,6033
1154,5309,Southeastern Oklahoma State University,,5984,3807,4930,6033
1155,5316,Point Park University,,6531,3305,6151,6033
1156,5322,Southern Wesleyan University,,8010,5658,1256,6033
1157,5322,Texas A&M University System,,5550,3990,4688,6033
1158,5327,Carroll College Helena Montana,,7484,3102,6656,6033
1159,5332,Trinity International University,,6751,2934,7181,6033
1160,5332,Bellevue College Washington,,2606,2108,9738,6033
1161,5341,Central New Mexico Community College,,4560,3445,11401,5064
1162,5350,Georgian Court University,,2882,3625,6298,6033
1163,5352,Pacific Union College,,8310,3433,5865,6033
1164,5354,Delaware Valley University,,5341,3859,5238,6033
1165,5358,Woodbury University,,9286,3727,5078,6033
1166,5365,Pennsylvania College of Technology,,4967,2222,9258,6033
1167,5367,Northland College,,9190,3888,4770,6033
1168,5367,Marian University Indianapolis,,6531,3236,6656,6033
1169,5370,Edmonds Community College,,5477,2989,7510,6033
1170,5373,Aquinas College Grand Rapids Michigan,,6187,3245,6730,6033
1171,5373,City University of Seattle,,11442,3518,5473,6033
1172,5379,Cabrini College,,10718,4612,7558,5580
1173,5390,Green Mountain College,,8795,3555,5762,6033
1174,5391,Fontbonne University,,7775,3726,5482,6033
1175,5392,Transylvania University,,9347,3590,5666,6033
1176,5392,Morningside College,,6258,3791,5549,6033
1177,5402,Centenary College of Louisiana,,9366,2940,7412,6033
1178,5409,Johnson County Community College,,3955,2040,10004,6033
1179,5410,Mississippi University for Women,,4560,3407,6863,6033
1180,5412,Ferrum College,,12390,3817,4950,6033
1181,5414,Western New Mexico University,,5459,3009,7727,6033
1182,5417,Emory & Henry College,,7287,4288,4449,6033
1183,5425,Clackamas Community College,,9873,4257,4219,6033
1184,5425,College for Creative Studies,,5674,3413,6723,6033
1185,5430,Oklahoma Christian University,,6468,3033,7607,6033
1186,5430,Marlboro College,,8305,3207,6949,6033
1187,5430,Concordia University Chicago,,10791,4076,4572,6033
1188,5430,Raritan Valley Community College,,2321,3723,6746,6033
1189,5438,Georgia Southwestern State University,,7287,3661,6001,6033
1190,5442,Curry College,,12732,3471,5942,6033
1191,5447,Baker University,,11575,3477,6071,6033
1192,5447,Dallas Baptist University,,7794,2693,8310,6033
1193,5454,Columbia College of Missouri,,4405,2302,9514,6033
1194,5454,(1) University System of Maryland,,9840,3681,5743,6033
1195,5457,Bob Jones University,,8809,2565,8557,6033
1196,5457,University of Arkansas Monticello,,11072,4164,4531,6033
1197,5457,King University,,10706,3714,5612,6033
1198,5461,Central Piedmont Community College,,3730,2368,9514,6033
1199,5467,Lincoln University Pennsylvania,,7568,3402,6770,6033
1200,5473,National University of Health Sciences,,10632,4245,4452,6033
1201,5473,Trinity Christian College,,8229,4690,8117,5580
1202,5479,Colorado Christian University,,7438,2915,8042,6033
1203,5479,Dominican College,,10389,3599,6084,6033
1204,5484,Texas A&M University Texarkana,,6231,4122,5313,6033
1205,5486,State University of New York at Old Westbury,,8644,5116,2908,6033
1206,5495,McKendree University,,8658,3500,6576,6033
1207,5498,Rivier University,,5369,3703,6499,6033
1208,5499,Benedict College,,16615,5224,6443,5580
1209,5499,Brenau University,,6344,3013,11401,5288
1210,5499,Covenant College,,5629,3838,6181,6033
1211,5502,Sullivan University,,10550,4214,4764,6033
1212,5504,Mount Mercy University,,625,4422,6458,6033
1213,5504,College of Saint Rose,,6954,2999,8031,6033
1214,5507,Adventist University of Health Sciences (Florida Hospital College of Health Sciences),,11796,5840,1575,6033
1215,5511,University of the Ozarks,,10511,1453,10875,6033
1216,5511,Buena Vista University,,10076,3424,6713,6033
1217,5511,Cerritos College,,4279,2761,8886,6033
1218,5515,Carlow University,,9742,3711,6095,6033
1219,5519,Mitchell Hamline School of Law,,5904,4256,5254,6033
1220,5521,Regis College,,6344,2895,8387,6033
1221,5524,Collin College,,4146,3314,7759,6033
1222,5524,Dalton State College,,8943,4601,4212,6033
1223,5524,Trine University (Tri State University),,9530,4324,4783,6033
1224,5537,Dordt College,,5753,3150,7944,6033
1225,5537,Pine Manor College,,12283,4468,4230,6033
1226,5543,Caldwell University,,11058,4057,5308,6033
1227,5543,University of Wisconsin System,,2150,1349,11401,6033
1228,5548,Florida State College at Jacksonville,,3581,3537,7551,6033
1229,5548,University of Minnesota Twin Cities,,12471,1071,11401,6033
1230,5559,University of Arkansas Fort Smith,,7624,4923,3885,6033
1231,5561,Culinary Institute of America,,12302,1095,11401,6033
1232,5566,College of Idaho,,8536,5119,3421,6033
1233,5574,Juilliard School,,4268,1269,11401,6033
1234,5574,Pima Community College,,5773,2475,9485,6033
1235,5574,Saint Joseph University Connecticut,,10288,4855,3836,6033
1236,5588,(1) United States Coast Guard Academy,,10004,4462,4806,6033
1237,5588,Hardin Simmons University,,10035,3917,6019,6033
1238,5591,Foothill College,,5773,2958,8650,6033
1239,5591,East Georgia State College,,6170,2586,9312,6033
1240,5596,Pfeiffer University,,5287,3301,7948,6033
1241,5596,Bethel College Kansas,,6344,3814,6708,6033
1242,5604,Academy of Art University San Francisco,,7568,1399,11232,6033
1243,5607,El Paso Community College,,4488,2416,9911,6033
1244,5607,(1) Alfred State College SUNY College of Technology,,5511,3449,7703,6033
1245,5612,University of the Arts in Philadelphia,,6628,2293,9938,6033
1246,5615,North Central College,,5674,3292,11401,5288
1247,5615,New York Film Academy Acting & Film School,,4897,1302,11401,6033
1248,5620,Bergen Community College,,6663,4190,5946,6033
1249,5628,Central College,,6370,3410,7759,6033
1250,5628,Des Moines Area Community College,,4967,3489,7810,6033
1251,5630,Notre Dame of Maryland University,,8272,3833,6642,6033
1252,5630,New England School of Law Boston,,10004,3783,6588,6033
1253,5630,Goddard College,,9992,3753,6670,6033
1254,5634,Loras College,,10028,3880,6396,6033
1255,5634,Bennett College,,12925,4780,4101,6033
1256,5638,Paul Smith's College,,9257,4405,5337,6033
1257,5638,William Carey University,,9736,4065,6008,6033
1258,5642,Midwestern State University Texas,,7853,3600,7302,6033
1259,5642,Northern New Mexico Community College,,10845,7045,7571,5288
1260,5642,Concord University,,8086,4204,5912,6033
1261,5649,Lyon College,,11011,2384,9612,6033
1262,5656,Walla Walla University,,6880,3216,8271,6033
1263,5660,Berkeley College,,5715,3340,8132,6033
1264,5660,Cedar Crest College,,9033,3747,6933,6033
1265,5660,Los Angeles Valley College,,6588,4340,5889,6033
1266,5660,University of Mount Union,,3399,4055,7026,6033
1267,5667,Spring Arbor University,,7724,3086,8520,6033
1268,5669,Fitchburg State University,,6723,4375,5835,6033
1269,5670,Avila University,,11374,3457,7428,6033
1270,5670,Southwestern Law School,,12140,3609,7005,6033
1271,5682,State University of New York Morrisville State College,,7256,3135,8520,6033
1272,5687,Massachusetts College of Liberal Arts,,6072,3916,7010,6033
1273,5687,South Texas College of Law,,8855,3966,6578,6033
1274,5692,Davenport University,,8560,2856,9024,6033
1275,5697,Bluffton University,,5674,1367,11401,6033
1276,5697,Charleston Southern University,,7484,4544,9385,5580
1277,5706,Hillsborough Community College,,5304,2775,9485,6033
1278,5710,El Camino College,,4229,3299,8638,6033
1279,5712,Mount Saint Mary College,,4798,3585,8021,6033
1280,5713,Ave Maria University,,252,4152,8509,6033
1281,5722,Lansing Community College,,6494,3508,8021,6033
1282,5722,CUNY Medgar Evers College,,19169,15286,5376,4029
1283,5722,Fairmont State University,,5984,4176,6631,6033
1284,5732,Houghton College,,5226,3429,8352,6033
1285,5735,Upper Iowa University,,10142,3344,8068,6033
1286,5739,Southern Adventist University,,6304,2888,9343,6033
1287,5750,Metropolitan Community College Kansas City,,4035,3458,8563,6033
1288,5755,Southeastern University Florida,,5798,4011,7168,6033
1289,5765,Shoreline Community College,,6043,2838,9514,6033
1290,5766,Oklahoma Baptist University,,9205,3907,7091,6033
1291,5773,College of the Canyons,,5145,3347,8659,6033
1292,5773,Ouachita Baptist University,,6531,3341,8520,6033
1293,5779,Mount St. Joseph University,,8151,3784,7522,6033
1294,5779,Cornish College of the Arts,,15542,4103,10875,5288
1295,5779,Erikson Institute,,9844,4625,5514,6033
1296,5779,Touro Law Center,,6663,2916,9385,6033
1297,5787,West Virginia University Institute of Technology,,15173,5824,11401,4666
1298,5792,Bay Path University,,7624,4368,6355,6033
1299,5792,Methodist University,,9859,4098,6677,6033
1300,5797,University of Saint Francis Illinois,,9190,2905,9258,6033
1301,5797,Athens State University,,9548,3759,7500,6033
1302,5802,University of Rio Grande,,9033,4752,9325,5580
1303,5802,Saint Joseph's College of Maine,,9859,4061,6781,6033
1304,5806,Hartnell College,,5926,4395,6569,6033
1305,5810,Long Beach City College,,4517,3100,9343,6033
1306,5812,Unity College,,9859,3984,7036,6033
1307,5820,Missouri Southern State University,,6370,3660,8109,6033
1308,5824,Saint Peters University,,8170,5626,3909,6033
1309,5824,Huntingdon College,,7860,3636,8013,6033
1310,5826,Life University,,6494,3406,8584,6033
1311,5829,Southern California University of Health Sciences,,10501,4880,5158,6033
1312,5829,Oakwood University,,11393,4064,6785,6033
1313,5836,Saint Joseph's College New York,,7287,4548,6251,6033
1314,5845,ECPI University,,8814,3561,8170,6033
1315,5845,School for Field Studies,,14234,7511,8988,5064
1316,5853,Springfield Technical Community College,,8549,3771,7804,6033
1317,5853,Sul Ross State University,,6405,4075,7376,6033
1318,5853,Mount Vernon Nazarene University,,134,4428,8793,6033
1319,5862,Lake Erie College of Osteopathic Medicine,,15774,5212,4021,6033
1320,5862,East Central University,,5955,3591,8448,6033
1321,5862,Palm Beach State College,,4455,3635,8557,6033
1322,5877,Kirkwood Community College,,5733,2968,9676,6033
1323,5880,Universal Technical Institute,,19374,3667,7049,6033
1324,5880,Huntington University,,7318,4013,7536,6033
1325,5887,Lubbock Christian University,,10065,5020,5212,6033
1326,5893,West Liberty University,,5287,4423,7018,6033
1327,5897,Harrisburg Area Community College,,6170,3762,8249,6033
1328,5901,Seminole State College of Florida,,513,3735,9556,6033
1329,5903,Nichols College,,10995,4482,6343,6033
1330,5903,Massachusetts Maritime Academy,,11022,4070,7157,6033
1331,5913,Parkland College,,6231,1553,11401,6033
1332,5916,Prince George's Community College,,5018,3309,9258,6033
1333,5916,College of New Rochelle,,6494,3325,9071,6033
1334,5920,Bloomfield College,,8288,4247,7121,6033
1335,5920,Bucks County Community College,,7484,2548,10273,6033
1336,5923,Northwestern College Iowa,,5629,4083,7784,6033
1337,5944,Saybrook University,,9699,5231,5144,6033
