ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
1161,9539,Bohai Shipbuilding Vocational College / 渤海船舶职业学院,,16422,6009,11401,6033
1162,9549,Wuxi Vocational College of Science and Technology / 无锡科技职业学院,,14327,6161,11401,6033
1163,9549,Yangzhou Polytechnic Institute / 扬州工业职业技术学院,,10105,6463,11401,6033
1164,9549,Heilongjiang Forestry Vocation- Technical College / 黑龙江林业职业技术学院,,18645,5838,11401,6033
1165,9568,(1) Qindao Technological University Qindao College / 青岛理工大学琴岛学院,,9286,6546,11401,6033
1166,9568,Zhengzhou Technical College / 郑州职业技术学院,,14234,6209,11401,6033
1167,9568,Yingtian College / 应天职业技术学院,,14944,6152,11401,6033
1168,9568,Baicheng Medical College / 白城医学高等专科学校,,12157,6354,11401,6033
1169,9579,(1) Hunan Engineering Polytechnic / 湖南工程职业技术学院,,13527,6270,11401,6033
1170,9584,Ningxia Television University / 宁夏广播电视大学,,8319,6636,11401,6033
1171,9584,Hebei Women's Vocational College / 河北女子职业技术学院,,12980,6323,11401,6033
1172,9584,Hanzhong Vocational & Technical College / 汉中职业技术学院,,10433,6498,11401,6033
1173,9584,University for Science & Technology Sichuan / 四川科技职业学院,,12980,6315,11401,6033
1174,9584,Changsha Aeronautical Vocational & Technical College / 长沙航空职业技术学院,,14041,6239,11401,6033
1175,9584,Yunnan Vocational College of Mechanical and Electrical Technology / 云南机电职业技术学院,,11971,6388,11401,6033
1176,9584,(3) Sanquan College Xinxiang Medical University / 新乡医学院三全学院,,8368,6641,11401,6033
1177,9600,Tianjin University of Sport / 天津体育学院,,7521,6698,11401,6033
1178,9600,Liaoning Institute of Media,,15542,6143,11401,6033
1179,9600,Xi'an Vocational & Technical College / 西安职业技术学院,,13146,6325,11401,6033
1180,9600,Zhangzhou City College / 漳州城市职业学院,,15294,6156,11401,6033
1181,9600,Fujian Vocational College of Agriculture / 福建农业职业技术学院,,7521,6705,11401,6033
