ranking,World Rank,University,Det.,Presence Rank*,Impact Rank*,Openness Rank*,Excellence Rank*
581,6628,(1) Central Academy of Drama / 中央戏剧学院,,17182,2218,11401,6033
582,6628,Hainan Tropical Ocean University / 海南热带海洋学院,,12681,2371,11401,6033
583,6628,Shandong Youth University for Political Science / 山东青年政治学院,,8347,4145,10053,6033
584,6639,Wuhan Conservatory of Music / 武汉音乐学院,,5858,2635,11401,6033
585,6639,China Center of Advanced Science & Technology / 中国高等科学技术中心,,21073,15509,11401,3177
586,6662,Duke Kunshan University / 昆山杜克大学,,7668,7496,5348,6033
587,6681,Tangshan Normal University / 唐山师范学院,,9399,2554,11401,6033
588,6691,Qiannan Normal University for Nationalities / 黔南民族师范学院,,8781,2590,11401,6033
589,6691,Shenyang Sport University / 沈阳体育学院,,9852,2551,11401,6033
590,6707,(1) Nanjing University of the Arts / 南京艺术学院,,21256,2161,11401,6033
591,6707,North Sichuan Medical College / 川北医学院,,7067,2681,11401,6033
592,6728,Zaozhuang University / 枣庄学院,,7484,2689,11401,6033
593,6728,Shanghai Business School / 上海商学院,,4897,2827,11401,6033
594,6728,Xi'An Eurasia University / 西安欧亚学院,,5984,2760,11401,6033
595,6743,Shandong Sport University / 山东体育学院,,7132,2723,11401,6033
596,6756,Shandong University of Political Science and Law / 山东政法学院,,7568,2728,11401,6033
597,6756,Ningxia Normal University / 宁夏师范学院,,10706,2604,11401,6033
598,6761,Baicheng Normal University / 白城师范学院,,4128,2933,11401,6033
599,6770,Wuhan Polytechnic / 武汉职业技术学院,,5241,2864,11401,6033
600,6770,Gansu University of Chinese Medicine / 甘肃中医学院,,7976,2736,11401,6033
601,6776,Tianjin Vocational Institute / 天津职业大学,,8327,2717,11401,6033
602,6784,Sanda University / 上海杉达学院,,5069,2898,11401,6033
603,6788,(3) Changzhou Campus Hohai University / 河海大学常州校区,,7976,5798,8293,6033
604,6788,Xinjiang Arts University / 新疆艺术学院,,9227,2703,11401,6033
605,6799,University of International Relations / 国际关系学院,,7438,2801,11401,6033
606,6803,Xi'An Physical Education University / 西安体育学院,,8064,2782,11401,6033
607,6811,Shaanxi University of Chinese Medicine / 陕西中医学院,,14000,2568,11401,6033
608,6817,Guangdong Industry Polytechnic / 广东轻工职业技术学院,,5525,2930,11401,6033
609,6817,Hunan University of Science & Engineering / 湖南科技学院,,15487,10917,11401,4330
610,6825,Changsha University / 长沙学院,,10215,2733,11401,6033
611,6833,Xuzhou Institute of Technology / 徐州工程学院,,6344,2902,11401,6033
612,6833,Zhongkai University of Agriculture and Engineering / 仲恺农业工程学院,,7744,15645,11401,3522
613,6841,Haikou College of Economics / 海口经济学院,,9948,2766,11401,6033
614,6844,Guizhou University of Finance and Economics / 贵州财经大学,,8898,2818,11401,6033
615,6848,Shanghai University of Political Science and Law / 上海政法学院,,5550,2979,11401,6033
616,6849,Ningxia Medical University / 宁夏医科大学,,6954,2918,11401,6033
617,6859,Chengdu Sport Institute / 成都体育学院,,16751,2532,11401,6033
618,6880,Jiujiang University / 九江大学,,8240,2903,11401,6033
619,6888,Xi'An Peihua University / 西安培华学院,,7395,2939,11401,6033
620,6888,Kunming Medical University / 昆明医科大学,,7025,2965,11401,6033
621,6893,Kunming University / 昆明大学,,7568,2941,11401,6033
622,6893,Jilin University of the Art / 吉林艺术学院,,8975,2879,11401,6033
623,6907,Shaoyang University / 邵阳学院,,7438,2969,11401,6033
624,6915,Xi'An International University / 西安外事学院,,8959,2926,11401,6033
625,6925,Hubei University of Automotive Technology / 湖北汽车工业学院,,6344,3619,11096,6033
626,6925,Xingtai University (Senior Teachers College) / 邢台学院,,11763,2836,11401,6033
627,6925,Yili Normal University (Teachers College) / 伊犁师范学院,,11784,2842,11401,6033
628,6935,(1) Tianjin Agricultural University / 天津农学院,,12782,2814,11401,6033
629,6952,Guiyang University / 贵阳学院,,11265,2881,11401,6033
630,6961,Daqing Normal University / 大庆师范学院,,7132,3056,11401,6033
631,6965,(1) Xinghai Conservatory of Music / 星海音乐学院,,9699,2982,11401,6033
632,6979,Wuzhou University / 梧州学院,,9911,2984,11401,6033
633,6979,Zhejiang Institute of Communications (Vocational & Technical Institute of Transportation) / 浙江交通职业技术学院,,8594,3028,11401,6033
634,6979,Changzhi University / 长治学院,,12398,2886,11401,6033
635,6987,Suzhou University / 宿州学院,,8281,3047,11401,6033
636,6999,Jiangsu Police Institute / 江苏警官学院,,16584,2730,11401,6033
637,6999,Hebei University of Arts & Sciences (Xiangfan University / 湖北文理学院,,9051,19187,11401,2794
638,6999,Jilin Huaqiao University of Foreign Languages / 吉林华桥外国语学院,,8069,3062,11401,6033
639,7012,Qujing Normal University / 曲靖师范学院,,10616,3935,10786,6033
640,7019,Hebei Institute of Physical Education / 河北体育学院,,14441,2855,11401,6033
641,7024,Huanghuai University (Zhumadian Teachers' College) / 黄淮学院,,7067,3143,11401,6033
642,7038,Zhejiang Police College / 浙江警察学院,,13576,3757,10875,6033
643,7055,Yantai Nanshan University / 烟台南山学院,,11223,3037,11401,6033
644,7055,Pingdingshan University / 平顶山学院,,8669,3134,11401,6033
645,7064,Heilongjiang Institute of Technology / 黑龙江工程学院,,8165,3164,11401,6033
646,7066,Hebei North University / 河北北方学院,,9104,3139,11401,6033
647,7076,Dongguan Polytechnic / 东莞职业技术学院,,9015,6347,8448,6033
648,7082,(1) Sichuan University of Arts and Science / 四川文理学院,,8195,3199,11401,6033
649,7086,Guilin Normal College / 桂林师范高等专科学校,,10050,3138,11401,6033
650,7091,Chengde Medical University / 承德医学院,,9689,3155,11401,6033
651,7091,Chifeng University / 赤峰学院,,8272,3210,11401,6033
652,7091,Chuxiong Normal University / 楚雄师范学院,,6072,3298,11401,6033
653,7107,(1) Shandong Yingcai University / 山东英才学院,,4953,3388,11401,6033
654,7121,Xinxiang University / 新乡学院,,5674,3362,11401,6033
655,7124,Nanchang Institute of Technology / 南昌理工学院,,9673,3192,11401,6033
656,7135,(1) Guangdong University of Petrochemical Technology / 广东石油化工学院,,10170,3188,11401,6033
657,7137,Fujian Jiangxia University / 福建江夏学院,,7169,8335,6117,6033
658,7147,Hebei Institute of Communications / 河北传媒学院,,10782,3185,11401,6033
659,7159,Shijiazhuang University / 石家庄学院,,5589,3438,11401,6033
660,7159,Hechi University / 河池学院,,13234,3120,11401,6033
661,7168,Yang-En University / 仰恩大学,,9475,3258,11401,6033
662,7176,Guangdong University of Education / 广东第二师范学院,,9117,3283,11401,6033
663,7186,Hebei University of Architecture / 河北建筑工程学院,,7025,3384,11401,6033
664,7192,Tangshan University / 唐山学院,,8728,3319,11401,6033
665,7192,China Foreign Affairs University / 外交学院,,4897,3528,11401,6033
666,7200,Open University of China / 国家开放大学,,6093,3473,11401,6033
667,7200,Shandong Police College / 山东警察学院,,11483,3238,11401,6033
668,7205,Zhejiang Vocational Academy of Art / 浙江艺术职业学院,,9336,3313,11401,6033
669,7205,Taiyuan Institute of Technology / 太原工业学院,,7205,3418,11401,6033
670,7216,Longdong University / 陇东学院,,7287,3421,11401,6033
671,7216,Wenzhou Vocational & Technical College / 温州职业技术学院,,9656,3312,11401,6033
672,7236,Hubei Polytechnic University / 湖北理工学院,,6723,5510,9975,6033
673,7242,Changzhi Medical College / 长治医学院,,7025,3481,11401,6033
674,7248,Wuhan Sports University / 武汉体育学院,,26303,2492,11401,6033
675,7250,Jinhua Polytecnic / 金华职业技术学院,,8518,3422,11401,6033
676,7257,Lu Liang University / 吕梁学院,,10105,3355,11401,6033
677,7257,Liaoning Institute of Science & Technology / 辽宁科技学院,,9025,3401,11401,6033
678,7313,North China Institute of Science & Technology / 华北科技学院,,9942,14992,11401,3860
679,7313,Pingdingshan Industrial College of Technology / 平顶山工业职业技术学院,,9926,3444,11401,6033
680,7319,Liaoning Provincial College of Communications / 辽宁省交通高等专科学校,,13678,3287,11401,6033
681,7328,Xinjiang Agricultural Vocational Technical College / 新疆农业职业技术学院,,10433,3446,11401,6033
682,7339,Jiangxi University of Technology / 江西科技学院,,9656,3492,11401,6033
683,7344,The National Police University for Criminal Justice / 中央司法警官学院,,13382,3334,11401,6033
684,7357,Nanjing Sport Institute / 南京体育学院,,5032,3749,11401,6033
685,7357,Xianyang Normal University / 咸阳师范学院,,13955,3320,11401,6033
686,7371,Hainan College of Vocation and Technique / 海南职业技术学院,,15241,3279,11401,6033
687,7371,Qingdao Ocean Shipping Mariners College / 青岛远洋船员职业学院,,12104,5012,10355,6033
688,7381,Chengdu Textile College / 成都纺织高等专科学校,,10041,3530,11401,6033
689,7386,Eastern Liaoning University / 辽东学院,,13166,3394,11401,6033
690,7394,(1) Chaohu University / 巢湖学院,,14327,3352,11401,6033
691,7407,Foshan Polytechnic / 佛山职业技术学院,,7484,3683,11401,6033
692,7434,Yellow River Conservancy Technical Institute / 黄河水利职业技术学院,,10918,3564,11401,6033
693,7444,(3) Hangzhou Dianzi University Information Engineering Institute / 杭州电子科技大学信息工程学院,,11223,3579,11401,6033
694,7456,Xi'An Siyuan University / 西安思源学院,,8568,3710,11401,6033
695,7456,Dalian Vocational & Technical College / 大连职业技术学院,,8728,3706,11401,6033
696,7463,Hunan Railway Professional Technology College / 湖南铁道职业技术学院,,11082,3613,11401,6033
697,7474,Nanjing Forest Police College / 南京森林警察学院,,5410,3904,11401,6033
698,7474,(3) Peking University School of Continuing Education / 北京大学继续教育学院,,13146,3543,11401,6033
699,7485,Anshun University / 安顺学院,,6916,3842,11401,6033
700,7485,Wuxi Institute of Technology / 无锡职业技术学院,,8528,3760,11401,6033
701,7500,(1) Heyuan Polytechnic / 河源职业技术学院,,7568,3826,11401,6033
702,7511,Fujian Chuanzheng Communications College / 福建船政交通职业学院,,11358,3686,11401,6033
703,7533,Nanjing Vocational Institute of Industry Technology / 南京工业职业技术学院,,8220,3857,11401,6033
704,7534,Harbin Sport University / 哈尔滨体育学院,,19249,3330,11401,6033
705,7539,Mudanjiang Normal University / 牡丹江师范学院,,8698,3854,11401,6033
706,7557,Shandong Institute of Commerce & Technology / 山东商业职业技术学院,,10686,3777,11401,6033
707,7557,Beijing Polytechnic College / 北京工业职业技术学院,,11877,3738,11401,6033
708,7571,Guangdong AIB Polytechnic / 广东农工商职业技术学院,,11058,3774,11401,6033
709,7577,Hubei University of Police / 湖北警官学院,,17405,3496,11401,6033
710,7577,Wuhan Institute of Shipbuilding Technology / 武汉船舶职业技术学院,,9887,3835,11401,6033
711,7587,Baise University / 百色学院,,15542,3598,11401,6033
712,7603,Capital University of Physical Education & Sports / 首都体育学院,,7568,6707,9462,6033
713,7603,Jililin Business and Technology College / 吉林工商学院,,9188,3898,11401,6033
714,7603,(1) Jilin Agricultural Science and Technology University / 吉林农业科技学院,,14623,3654,11401,6033
715,7603,Shandong Women's University / 山东女子学院,,10326,3844,11401,6033
716,7622,Zhejiang Industry & Trade Vocational College / 浙江工贸职业技术学院,,6141,4048,11401,6033
717,7622,Fujian Water Conservancy and Electric Power Vocational and Technical College / 福建水利电力职业技术学院,,7860,3969,11401,6033
718,7622,Beijing Jiaotong Vocational & Technical College / 北京交通职业技术学院,,11735,3799,11401,6033
719,7631,Tongren University / 铜仁学院,,7568,3989,11401,6033
720,7631,Hunan Vocational College of Science & Technology / 湖南科技职业学院,,12700,3767,11401,6033
721,7639,Taizhong Vocational & Technical College / 台州职业技术学院,,12681,3773,11401,6033
722,7639,Guangxi Vocational & Technical College of Communications / 广西交通职业技术学院,,7287,4012,11401,6033
723,7647,Shunde Polytechnic / 顺德职业技术学院,,12140,3804,11401,6033
724,7657,Nanning College for Vocational Technology / 南宁职业技术学院,,7025,4035,11401,6033
725,7662,Guangxi Technological College of Machinery and Electricity / 广西机电职业技术学院,,11585,3846,11401,6033
726,7662,Jiangsu Radio & TV University / 江苏广播电视大学,,13700,5243,10486,6033
727,7662,Chizhou University / 池州学院,,7132,4037,11401,6033
728,7668,Jiangsu Agri-animal Husbandry Vocational College / 江苏畜牧兽医职业技术学院,,7668,4017,11401,6033
729,7668,Qingdao Technical College / 青岛职业技术学院,,8959,3965,11401,6033
730,7668,China Institute of Industrial Relations / 中国劳动关系学院,,27204,2790,11401,6033
731,7675,Handan University / 邯郸学院,,7132,4052,11401,6033
732,7680,Beijing Vocational College of Agriculture / 北京农业职业学院,,9033,3982,11401,6033
733,7680,Changchun Automobile Industry Institute /,,8740,3991,11401,6033
734,7680,Shaanxi Institute of International Trade & Commerce / 陕西国际商贸学院,,5550,4163,11401,6033
735,7680,(3) Communication University of China Nanguang College / 中国传媒大学南广学院,,8443,3998,11401,6033
736,7689,Minxi Vocational & Technical College / 闽西职业技术学院,,8658,4005,11401,6033
737,7689,Shanghai Institute of Visual Arts / 复旦大学上海视觉艺术学院,,7931,4033,11401,6033
738,7695,Guangzhou Institute of Technology / 广州工程技术职业学院,,11393,3897,11401,6033
739,7695,Qiongtai Normal University / 琼台师范学院,,12637,3837,11401,6033
740,7699,Sichuan Minzu College / 四川民族学院,,10296,3950,11401,6033
741,7699,Henan College of Finance and Taxation / 河南财政税金融学院,,12038,3874,11401,6033
742,7708,Changjiang Polytechnic / 长江职业学院; Hubei University of Economy and Management / 湖北经济管理大学,,14212,3780,11401,6033
743,7718,Baoding Vocational and Technical College / 保定职业技术学院,,14385,3781,11401,6033
744,7725,Changsha Medical University / 长沙医学院,,8959,4027,11401,6033
745,7729,Urumqi Vocational University / 乌鲁木齐职业大学,,11301,3938,11401,6033
746,7746,Institute of Disaster Prevention / 防灾科技学院,,7724,4126,11401,6033
747,7746,Liuzhou Vocational & Technical College / 柳州职业技术学院,,8647,4080,11401,6033
748,7763,Shanxi Vocational & Technical College of Coal / 山西煤炭职业技术学院,,19805,3581,11401,6033
749,7773,Guangdong Peizheng College / 广东培正学院,,14327,3871,11401,6033
750,7773,Jiaozuo University / 焦作大学,,7924,4158,11401,6033
751,7781,Guangdong Polytechnic of Science and Technology / 广东科学技术职业学院-广东省科技干部学院,,6304,4264,11401,6033
752,7781,Hunan Communication Polytechnic / 湖南交通职业技术学院,,10296,4066,11401,6033
753,7791,Ningxia Institute of Science & Technology / 宁夏理工学院,,24255,3318,11401,6033
754,7798,Zhenjiang College / 镇江市高等专科学校,,9117,4138,11401,6033
755,7798,Zhejiang Technical Institue of Economics / 浙江经济职业技术学院,,10590,4071,11401,6033
756,7808,Ningxia Polytechnic / 宁夏职业技术学院,,9530,4135,11401,6033
757,7817,Hengshui University / 衡水学院,,8691,4186,11401,6033
758,7819,Sanya Aviation & Tourism College / 三亚航空旅游职业学院,,13905,3955,11401,6033
759,7838,Northern University for Nationalities,,10215,7426,9009,6033
760,7838,Liaoning University of International Business & Economics / 辽宁对外经贸学院,,7568,4261,11401,6033
761,7844,Guangzhou Civil Aviation College / 广州民航职业技术学院,,8449,4227,11401,6033
762,7848,Kunming Metallurgy College / 昆明冶金高等专科学校,,8560,4228,11401,6033
763,7853,Beifang University of Nationalities / 北方民族大学,,27782,2564,11401,6033
764,7853,Chinese People's Armed Police Force Academy / 中国人民武装警察部队学院,,11585,4092,11401,6033
765,7853,(1) Sichuan College of Architectural Technology / 四川建筑职业技术学院,,12025,4078,11401,6033
766,7876,Yinchuan University / 银川大学,,6916,4372,11401,6033
767,7876,Ningxia Justice Police Vocational College / 宁夏司法警官职业学院,,13623,4041,11401,6033
768,7882,(3) University of Electronic Science and Technology of China Zhongshan Institute / 电子科技大学中山学院,,7438,4352,11401,6033
769,7882,Changsha Social Work College / 长沙民政职业技术学院,,6210,4414,11401,6033
770,7888,(1) Langfang Teachers University / 廊坊师范学院,,9530,4240,11401,6033
771,7895,Fuzhou Polytechnic / 福州职业技术学院,,10976,4193,11401,6033
772,7903,Xing'an Vocational & Technical College / 兴安职业技术学院,,18335,3832,11401,6033
773,7914,Yanbian University of Science & Technology / 延边大学科学技术学院,,12165,4146,11401,6033
774,7919,Jiangsu Maritime Institute / 江苏海事职业技术学院,,11316,4201,11401,6033
775,7919,Guangzhou City Construction College / 广州城建职业学院,,7711,4381,11401,6033
776,7932,Private Hualian College / 私立华联学院,,10151,4267,11401,6033
777,7936,(1) Weinan Normal University / 渭南师范学院,,13970,4094,11401,6033
778,7942,Guangdong Women's Polytechnic College / 广东女子职业技术学院,,10170,4290,11401,6033
779,7942,Changchun Vocational Institute of Technology / 长春职业技术学院,,11810,4215,11401,6033
780,7948,Wenzhou-Kean University / 温州肯恩大学,,10765,7405,9230,6033
781,7954,Zibo Vocational Institute / 淄博职业学院,,7169,4473,11401,6033
782,7954,Mudanjiang Medical University / 牡丹江医学院,,9227,4359,11401,6033
783,7965,Sichuan Technology & Business College / 四川工商职业技术学院-四川工商职业技术学院,,8394,4403,11401,6033
784,7965,Guangdong Vocational College of Post and Telecom / 广东邮电职业技术学院,,12700,4198,11401,6033
785,7965,Xingtai Polytechnic College / 邢台职业技术学院,,7775,4438,11401,6033
786,7972,Chongqing College of Electronic Engineering / 重庆电子工程职业学院,,12361,10468,11401,4908
787,7972,Zhengzhou Shengda University of Economics Business and Management / 郑州升达经贸管理学院,,7568,4457,11401,6033
788,7972,(1) Hunan Police Academy / 湖南警察学院,,7067,4491,11401,6033
789,7979,Anhui Medical College / 安徽医学高等专科学校,,12890,4206,11401,6033
790,7985,Changzhou Vocational Institute of Engineering / 常州工程职业技术学院,,8950,4407,11401,6033
791,7996,Taizhou Polytechnic College / 泰州职业技术学院,,11536,4292,11401,6033
792,8002,Zhengzhou University of Industrial Technology / 郑州工业应用技术学院,,13527,4208,11401,6033
793,8002,Mianyang Polytechnic / 绵阳职业技术学院,,11142,4321,11401,6033
794,8010,Anhui Xinhua University / 安徽新华学院,,24182,3602,11401,6033
795,8028,(3) Peking University Founder Technology College / 北大方正软件技术学院,,13715,4220,11401,6033
796,8028,(1) Anhui Sanlian University / 安徽三联学院,,11108,4360,11401,6033
797,8032,Shangluo University / 商洛学院,,10495,4392,11401,6033
798,8032,Tianshi College / 天津天狮学院,,12064,4320,11401,6033
799,8038,(1) Xi'an Technological University / 西安工业大学,,27648,2899,11401,6033
800,8054,(1) Weihai Vocational College / 威海职业学院,,6559,4634,11401,6033
801,8054,Tianjin Open University / 天津广播电视大学,,12302,4349,11401,6033
802,8061,Dongying Vocational Institute / 东营职业学院,,5196,4735,11401,6033
803,8061,Nanchang Institute of Science & Technology / 南昌工学院,,9072,4509,11401,6033
804,8069,Nanhua College of Industry and Commerce / 南华工商学院,,10910,4425,11401,6033
805,8069,Shandong Vocational Animal Science and Veterinary College / 山东畜牧兽医职业学院,,13308,4314,11401,6033
806,8069,Shandong Water Conservancy Vocational College / 山东水利职业学院,,4887,4774,11401,6033
807,8076,Guangdong Police College / 广东警官学院,,26532,3414,11401,6033
808,8076,Guangzhou Maritime College / 广州航海高等专科学校,,22480,3803,11401,6033
809,8084,Beijing Youth Politics College / 北京青年政治学院,,10881,4451,11401,6033
810,8092,Qingdao Binhai University / 青岛滨海学院,,8379,4571,11401,6033
811,8096,Huaian Vocational College of Information Technology / 淮安信息职业技术学院,,11072,4464,11401,6033
812,8102,Guizhou Institute of Technology / 贵州理工学院,,7287,8262,8886,6033
813,8102,Zhangjiajie Institute of Aeronautical Engineering / 张家界航空工业职业技术学院,,10866,4476,11401,6033
814,8119,Jiangsu Union Technical Institute / 江苏联合职业技术学院,,12863,4402,11401,6033
815,8123,Guangxi Agricultural Vocational & Technical College / 广西农业职业技术学院,,10676,4519,11401,6033
816,8123,SIAS International University / 郑州大学西亚斯国际学院,,5926,4776,11401,6033
817,8133,Guangdong Communication Polytechnic / 广东交通职业技术学院,,9343,4586,11401,6033
818,8150,Hunan Industry Polytechnic / 湖南工业职业技术学院,,5984,4817,11401,6033
819,8167,Guizhou Industry Polytechnic College / 贵州工业职业技术学院,,6811,4778,11401,6033
820,8167,(1) Changzhou Vocational Institute of Light Industry / 常州轻工职业技术学院,,11272,4546,11401,6033
821,8167,(1) Tianjin Coastal Polytechnice / 天津滨海职业学院,,6043,4833,11401,6033
822,8167,Zhejiang Institute of Economics and Trade / 浙江经贸职业技术学院,,8800,4657,11401,6033
823,8182,Nantong Shipping College / 南通航运职业技术学院,,12047,4529,11401,6033
824,8182,Beijing Information Technology College / 北京信息职业技术学院,,13552,4447,11401,6033
825,8192,Hohhot Vocational College / 呼和浩特职业学院,,16243,4313,11401,6033
826,8192,East University of Heilongjiang / 黑龙江东方学院,,9977,4635,11401,6033
827,8199,Fujian Forestry Vocational Technical College / 福建林业职业技术学院,,8698,4712,11401,6033
828,8199,The Open University of Fujian / 福建广播电视大学,,11497,4563,11401,6033
829,8199,Kunming Professional College of Arts / 昆明艺术职业学院,,13413,4484,11401,6033
830,8207,Gannan Medical University / 赣南医学院,,10753,4608,11401,6033
831,8210,Northeast Petroleum University/ 大庆石油学院,,23437,3893,11401,6033
832,8213,Hubei University of Education (Institute of Economics and Management) / 湖北第二师范学院,,7728,4789,11401,6033
833,8213,Changzhou Textile Garment Institute / 常州纺织服装职业技术学院,,11546,4589,11401,6033
834,8213,Wuhan International Culture University / 武汉商贸职业学院,,9448,4689,11401,6033
835,8213,(1) Shijiazhuang Posts and Telecommunications Technical College,,17771,4255,11401,6033
836,8220,Henan Institute of Economics and Trade / 河南经贸职业学院,,11735,4585,11401,6033
837,8224,Liaoning Vocational College / 辽宁职业学院,,16930,4323,11401,6033
838,8241,(3) Yunnan Normal University Business School / 云南师范大学商学院,,8379,4810,11401,6033
839,8247,Tongling University / 铜陵学院,,5858,4957,11401,6033
840,8253,Boda College of Jilin Normal University / 吉林师范大学博达学院,,14916,4487,11401,6033
841,8266,Qiannan Polytechnic for Nationalities / 黔南民族职业技术学院,,11039,4685,11401,6033
842,8266,Qingyuan Polytechnic / 清远职业技术学院,,14327,4528,11401,6033
843,8266,Zhejiang Police Vocational Academy / 浙江警官职业学院,,13274,4581,11401,6033
844,8283,Rizhao Polytechnic / 日照职业技术学院,,13097,4613,11401,6033
845,8306,Kashgar Teachers College / 喀什师范学院,,9767,10296,11401,5064
846,8332,Jiangsu Vocational Institute of Commerce / 江苏经贸职业技术学院,,11173,4763,11401,6033
847,8341,(3) Medical College Nanchang University/ 南昌大学医学院,,13729,4643,11401,6033
848,8348,Zhejiang Guangsha College of Applied Construction Technology / 浙江广厦建设职业技术学,,9177,4881,11401,6033
849,8360,Baoding University / 保定学院,,16150,4527,11401,6033
850,8369,Hubei Three Gorges Polytechnic / 湖北三峡职业技术学院,,10579,4837,11401,6033
851,8380,Hebei Foreign Studies University / 河北外国语学院,,8653,4949,11401,6033
852,8380,Lishui Vocational & Technical College / 丽水职业技术学院,,7360,5018,11401,6033
853,8380,Lanzhou Vocational Technical College / 兰州职业技术学院,,10622,4860,11401,6033
854,8386,Chengdu Art Vocational College / 成都艺术职业学院,,15542,4598,11401,6033
855,8386,Qingdao Vocational and Technical College of Hotel Management / 青岛酒店管理职业技术学院,,8483,4972,11401,6033
856,8394,Nanjing Normal University Taizhou College / 南京师范大学泰州学院,,12140,4805,11401,6033
857,8398,Wuchang University of Technology / 武昌理工学院,,7360,5048,11401,6033
858,8402,Chongqing Technology and Business Institute / 重庆工商职业学院,,11796,4838,11401,6033
859,8422,Inner Mongolia Electronic Information Vocational Technical College / 内蒙古电子信息职业技术学院,,19040,4437,11401,6033
860,8422,Henan University of Engineering / 河南工程学院,,8056,5040,11401,6033
861,8446,Changsha Normal University / 长沙师范学院,,16650,4631,11401,6033
862,8446,Wuhan Institute of Bioengineering / 武汉生物工程学院,,14385,4750,11401,6033
863,8446,Jiangxi College of Foreign Studies / 江西外语外贸职业学院,,9706,4993,11401,6033
864,8451,Shandong Polytechnic (Jining Railway Institute of Technology) / 山东职业学院,,12375,4872,11401,6033
865,8455,Qinhuangdao Institute of Technology / 秦皇岛职业技术学院,,7287,5138,11401,6033
866,8466,Guangzhou Railway Polytechnic / 广州铁路职业技术学院,,11497,4926,11401,6033
867,8469,Enshi Polytechic / 恩施职业技术学院,,7521,5146,11401,6033
868,8474,Gansu Normal University for Nationalities / 甘肃民族师范学院,,9278,5061,11401,6033
869,8474,(1) Taizhou University / 泰州学院,,11846,4933,11401,6033
870,8474,Liaoning Mechatronics College / 辽宁机电职业技术学院,,15074,4768,11401,6033
871,8494,Sanmenxia Polytechnic / 三门峡职业技术学院,,13132,4905,11401,6033
872,8494,Beijing Geely University / 北京吉利大学,,9779,5072,11401,6033
873,8494,Xi'an Electric Power College / 西安电力高等专科学校,,17236,4662,11401,6033
874,8504,(3) Wuhan College of Media and Communications Huazhong Normal University / 华中师范大学武汉传媒学院,,10255,5068,11401,6033
875,8507,Sichuan Police College / 四川警察学院,,24309,4189,11401,6033
876,8519,Yibin Vocational and Technical College / 宜宾职业技术学院,,12075,4990,11401,6033
877,8519,Anhui Technical College of Mechanical and Electrical Engineering / 安徽机电职业技术学院,,12890,4945,11401,6033
878,8525,Shijiazhuang Information Engineering Vocational College / 石家庄信息工程职业学院,,10372,5086,11401,6033
879,8525,Changsha Commerce & Tourism College / 长沙商贸旅游职业技术学院,,8705,5167,11401,6033
880,8525,Zhengzhou Electric Power College / 郑州电力高等专科学校,,10199,5091,11401,6033
881,8531,Shanxi Institute of Mechanical and Electrical Engineering / 山西机电职业技术学院,,7521,5241,11401,6033
882,8531,Hubei Communications Technical College / 湖北交通职业技术学院,,10230,5101,11401,6033
883,8538,Zhejiang Changzheng Vocational & Technical College / 浙江长征职业技术学院,,11393,5054,11401,6033
884,8541,Jiangxi Ceramics & Art Institute / 江西陶瓷工艺美术职业技术学院,,8333,5206,11401,6033
885,8541,(1) Quanzhou Vocational College of Economics and Business / 泉州经贸职业技术学院,,14767,4879,11401,6033
886,8541,Fuzhou Anglo-Chinese College / 福州英华职业学院,,5304,5407,11401,6033
887,8551,Shaanxi Fashion Engineering University / 陕西服装工程学院,,9429,5172,11401,6033
888,8551,Suzhou Institute of Trade & Commerce / 苏州经贸职业技术学院,,8098,5242,11401,6033
889,8551,Communication University of Shanxi / 山西传媒学院,,10941,5096,11401,6033
890,8551,Shanghai Industry and Commerce Foreign Language College / 上海工商外国语职业学院,,7777,5262,11401,6033
891,8560,Tibet Traditional Medical College / 西藏藏医学院,,9759,5159,11401,6033
892,8560,(1) Guangdong Polytechnic of Industry and Commerce / 广东工贸职业技术学院,,17739,4722,11401,6033
893,8560,Hetao College / 河套学院,,7568,5276,11401,6033
894,8582,Shanghai Communications Polytechnic / 上海交通职业技术学院,,10697,5133,11401,6033
895,8582,Zhejiang Institute of Mechanic & Electrical Engineering / 浙江机电职业技术学院,,23607,4343,11401,6033
896,8586,Guangdong Polytechnic of Science and trade / 广东科贸职业学院,,9801,5181,11401,6033
897,8586,Gansu Forestry Technological College / 甘肃林业职业技术学院,,9067,5215,11401,6033
898,8586,Xinjiang Tianshan Vocational & Technical College / 新疆天山职业技术学院,,13107,5014,11401,6033
899,8593,Hubei Ecology Vocational College / 湖北生态工程职业技术学院,,9475,5201,11401,6033
900,8593,Xi'An Medical University / 西安医学院,,6628,5376,11401,6033
901,8598,Fujian Police College / 福建警察学院,,16489,4844,11401,6033
902,8598,Quzhou College of Technology / 衢州职业技术学院,,8339,5282,11401,6033
903,8604,Guangxi International Business Vocational College / 广西国际商务职业技术学院,,10463,5183,11401,6033
904,8604,Yangzhou Institute of Technology / 扬州市职业大学 扬州科技学院,,11796,5122,11401,6033
905,8604,(3) Chengdu College University of Electronic Science and Technology of China / 电子科技大学成都学院,,12722,5074,11401,6033
906,8604,Shaanxi Vocational & Technical College / 陕西职业技术学院,,9900,5200,11401,6033
907,8611,Jinzhuo Teachers Training College / 锦州师范高等专科学校,,14865,4956,11401,6033
908,8615,Qingdao Huanghai University / 青岛黄海学院,,7771,5349,11401,6033
909,8615,Baotou Light Industry Vocational Technical College / 包头轻工职业技术学院,,13097,5067,11401,6033
