World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
9095;Cappadocia University / Kapadokya Üniversitesi;;10622;12400;4943;6033
9095;Tianjin University of Commerce Bousted College / 天津商业大学宝德学院;;13347;5650;11401;6033
9095;Shandong Foreign Languages Vocational College / 山东外国语职业学院;;7764;6002;11401;6033
9095;Tula State Pedagogical University / Тульский государственный педагогический университет Л Н Толстого;;2706;6575;11401;6033
9095;Jubail University College;;15753;11903;5121;6033
9095;Umpqua Community College;;8855;5922;11401;6033
9102;Shanghai Economic Management College / 中共上海市委党校第五分校 上海行政学院第五分院 上海市经济管理干部学院;;11514;5777;11401;6033
9102;Tianjin Metallurgical Vocation Technology Institute / 天津冶金职业技术学院;;14548;5585;11401;6033
9102;Minsk University of Management / Минский университет управления;;3135;11274;7722;6033
9105;Lijiang Teachers College / 丽江师范高等专科学校;;15241;5543;11401;6033
9105;(3) Moscow Orthodox Theological Academy / Московская православная духовная академия;;4875;6277;11401;6033
9105;Oregon College of Art & Craft;;11796;5763;11401;6033
9105;Pädagogische Hochschule Steiermark;;10486;10057;8426;6033
9105;Rivne State Humanities University / Рівненський державний гуманітарний університет;;10422;15235;5419;5580
9105;Yuncheng Kindergarten Teachers College / 运城幼儿师范高等专科学校;;13166;5686;11401;6033
9105;Tianjin Chengjian University / 天津城建大学;;9590;8772;9911;6033
9105;(3) Universidad Francisco de Paula Santander Ocaña;;5926;11410;7013;6033
9105;Faculdades do Vale do Juruena AJES;;9427;9150;9514;6033
9105;Zhengzhou Chenggong University of Finance and Economics / 郑州成功财经学院;;11971;5749;11401;6033
9105;Cangzhou Medical College / 沧州医学高等专科学校;;15151;5544;11401;6033
9105;Kobe Women's University / 神戸女子大学;;6723;8460;10309;6033
9105;Victorian Institute of Forensic Medicine;;15173;11535;5796;6033
9118;Auchi Polytechnic;;19249;6984;10658;6033
9118;Beijing Vocational College of Labour and Social Security / 北京劳动保障职业学院;;16132;5494;11401;6033
9118;Guangxi Electrical Polytechnic Institute / 广西电力职业技术学院;;10718;5835;11401;6033
9118;Xiantao Vocational College / 仙桃职业学院;;11497;5799;11401;6033
9118;Instituto Federal do Norte de Minas Gerais;;2878;12089;6569;6033
9123;Yongzhou Vocational Technical College / 永州职业技术学院;;6170;6170;11401;6033
9123;Instituto Interamericano de Derechos Humanos;;9844;5905;11401;6033
9123;Tianjin Bohai Vocational Technical College / 天津渤海职业技术学院;;23904;4937;11401;6033
9123;John von Neumann University;;6531;10039;8793;6033
9123;Digital Hollywood University / デジタルハリウッド大学;;13637;5683;11401;6033
9123;(3) Institute of Technology East China Jiao tong University / 华东交通大学理工学院;;13917;5651;11401;6033
9129;B V B College of Engineering and Technology;;16030;13125;3336;6033
9129;Saint Petersburg Conservatory Rymsky Korsakov / Санкт Петербургская консерватория;;7999;6054;11401;6033
9129;Contra Costa College;;12302;5773;11401;6033
9129;Dr Y S R Horticultural University Andhra Pradesh;;18777;10798;6590;6033
9129;Fortis Colleges;;14800;5612;11401;6033
9129;Hebei Normal University for Nationalities / 河北民族师范学院;;10976;5848;11401;6033
9129;Mody University (Mody Institute of Technology and Science);;10622;12914;4278;6033
9129;Gansu Medical College / 甘肃医学院;;12254;5776;11401;6033
9129;Universidad Politécnica de San Luis Potosí;;15622;16863;7042;5064
9129;William Penn University;;11981;5791;11401;6033
9129;Santiago Canyon College;;5904;6204;11401;6033
9129;Schiller International University;;12506;5760;11401;6033
9129;University of Kochi / 高知県立大学;;9205;10513;11401;5288
9142;Tongling Polytechnic / 铜陵职业技术学院;;15622;5568;11401;6033
9142;Universidad de Occidente;;8584;11081;7262;6033
9142;Pearson College London;;11971;5800;11401;6033
9142;Columbia State Community College;;8347;6031;11401;6033
9142;Danville Area Community College;;8607;6010;11401;6033
9142;Kolej Poly Tech MARA;;3809;12230;6261;6033
9142;Grupo Educacional UNIESP;;6043;10431;8433;6033
9142;Tokyo Zokei University / 東京造形大学;;9025;5989;11401;6033
9150;Yulin University / 榆林学院;;9240;5995;11401;6033
9150;Academia Militar Portugal;;16615;13361;7463;5580
9150;Brescia University;;12647;5766;11401;6033
9150;Central Community College;;8870;6016;11401;6033
9150;Sapthagiri College of Engineering Bangalore;;20566;11358;5484;6033
9150;Universitas Muslim Nusantara Al Washliyah;;12925;9683;8741;6033
9150;Library Society of China / 中国图书馆学会;;8048;6069;11401;6033
9150;National College of Art and Design;;14493;5646;11401;6033
9150;Federal University Dutse Jigawa State;;7098;12935;4684;6033
9150;Islamic Azad University Yasuj;;12323;14031;10786;4908
9150;Institute of Bioinformatics and Applied Biotechnology;;16670;10893;6746;6033
9150;Jiaxing Nanyang Polytechnic Institute / 嘉兴南洋职业技术学院;;8598;6033;11401;6033
9162;Florida Keys Community College;;11466;5847;11401;6033
9162;Hefei Economic and Technological College / 合肥经济技术职业学院;;12495;5792;11401;6033
9162;Jahrom University;;25460;9884;6992;6033
9162;Shandong Urban Construction Vocational College / 山东城市建设职业学院;;11595;5846;11401;6033
9162;(3) Technical University of Sofia Branch Plovdiv;;13097;12159;5195;6033
9162;Escola Superior Agrária de Coimbra;;8138;13674;3393;6033
9162;Mars Hill University;;10359;8765;9938;6033
9162;National Institute of Technology Manipur;;17236;12155;4723;6033
9162;Pokhara University;;8220;11778;6298;6033
9171;Northeast State Technical Community College;;7568;8216;10486;6033
9171;Synergy University / Университет Синергия;;856;7195;11401;6033
9171;Universitas 17 Agustus 1945 UNTAG Jakarta;;7395;9677;9195;6033
9171;Osaka Jogakuin College / 大阪女学院大学;;11846;10224;8201;6033
9171;Anhui Finance & Trade Vocational College / 安徽财贸职业学院;;17462;5470;11401;6033
9171;Academy of Arts in Prague / Akademie Výtvarných Umění v Praze;;4287;6444;11401;6033
9171;Hotan Institute of Education / 北京教育学院;;14683;5657;11401;6033
9171;Escola Superior de Saúde Egas Moniz;;15294;20328;11401;3446
9179;Biju Patnaik University of Technology;;15383;10092;8068;6033
9179;South Mountain Community College;;11466;5876;11401;6033
9179;Tagore Engineering College;;23148;20554;11401;3226
9179;Los Angeles Harbor College;;6279;6228;11401;6033
9179;Luohe Medical College / 漯河医学高等专科学校;;9627;5993;11401;6033
9179;VAMK University of Applied Sciences (Vaasa Polytechnic) / Vaasan ammattikorkeakoulu;;5550;6298;11401;6033
9179;Jiangxi Institute of Economic Administrators / 江西经济管理干部学院;;12361;5815;11401;6033
9179;Kisii University;;4981;10907;7984;6033
9179;Ural State Academy of Mining & Geology / Уральский государственный горный университет;;6043;7812;10786;6033
9179;Zhengzhou Tourism College / 郑州旅游职业学院;;6844;6185;11401;6033
9189;University Nicolae Titulescu;;7976;11145;7319;6033
9189;Yunnan Land and Resources Vocational College / 云南国土资源职业学院;;8658;6081;11401;6033
9189;Mount Wachusett Community College;;9273;6034;11401;6033
9189;(3) Oklahoma State University Institute of Technology;;7882;6125;11401;6033
9189;Art University of Isfahan;;4995;11346;7392;6033
9189;Centre informatique National de enseignement Supérieur CINES;;5773;6296;11401;6033
9189;Culver Stockton College;;14354;5702;11401;6033
9189;Jinnah Islamia College Lahore;;2998;6663;11401;6033
9189;Kenya Methodist University;;9962;10433;8157;6033
9198;ICFAI University;;20557;10467;7014;6033
9198;Katholische Fachhochschule Freiburg Hochschule für Sozialwesen;;15487;10533;7551;6033
9198;University of Northwestern Saint Paul (Northwestern College Minnesota);;10255;5984;11401;6033
9198;Xinyu University / 新余学院;;10733;5933;11401;6033
9198;Zhejiang Post and Telecommunication College / 浙江邮电职业技术学院;;12967;5809;11401;6033
9198;Shandong Agriculture and Engineering University / 山东农业工程学院;;4229;6495;11401;6033
9198;Shandong Shenghan Finance and Trade Vocational College / 山东圣翰财贸职业学院;;15364;5645;11401;6033
9198;Cambrian College of Applied Arts and Technology;;9613;6023;11401;6033
9198;Edward Waters College;;14562;5705;11401;6033
9207;Anhui Institute of International Business / 安徽国际商务职业学院;;6559;6245;11401;6033
9207;Cayuga Community College;;14041;5746;11401;6033
9207;University of Maragheh;;9561;13866;3027;6033
9207;Academy of Public Administration of the President of the Republic of Belarus / Академия управления при Президенте Республики Беларусь;;8524;10053;8735;6033
9207;Guangzhou Huali Science & Technology Vocational College / 广州华立科技职业学院;;7521;6164;11401;6033
9207;(1) Jincheng College Sichuan University / 四川大学锦城学院;;15007;5689;11401;6033
9207;(3) Shanghai University of Finance & Economics Zhejiang College / 上海财经大学浙江学院;;9573;6035;11401;6033
9214;Volga Region State University of Service / Поволжский государственный университет сервиса Тольятти;;7395;10683;8078;6033
9214;Lake Michigan College;;8160;6140;11401;6033
9214;(3) University of Hawai`i Maui College;;9286;6080;11401;6033
9214;Methodist College Josie Harper Campus;;9336;6065;11401;6033
9214;Phillips Community College University of Arkansas;;15364;5668;11401;6033
9214;Shanxi Vocational College of Information Technology / 山西信息职业技术学院;;18798;5418;11401;6033
9214;Velammal Engineering College;;3802;13310;4838;6033
9214;Beijing Bailie University / 北京培黎职业学院;;8584;6117;11401;6033
9214;Escuela Colombiana de Rehabilitación;;8493;9324;9539;6033
9214;Faculdades Integradas Helio Alonso FACHA;;9530;8281;10392;6033
9214;Instituto de Ensino Superior Fucapi FUCAPI;;22955;13672;8591;5288
9214;Foundation University Institute of Management and Computer Science;;18529;12014;4857;6033
9214;Hubei Vocational College of Biotechnology / 湖北生物科技职业学院;;9673;6042;11401;6033
9214;Hunan Arts and Crafts Vocational College / 湖南工艺美术职业学院;;14729;5717;11401;6033
9214;Instituto Superior de Gestão;;9429;11712;9938;5580
9229;Kio University / 畿央大学;;6531;10186;8764;6033
9229;Université de Constantine 2;;2539;13930;4165;6033
9229;National Film and Television School;;12228;5883;11401;6033
9229;Novancia (Advancia et Négocia) Business School Paris;;14829;9679;8705;6033
9229;Universitas Potensi Utama;;4525;11252;7703;6033
9229;Alvin Community College;;10159;6018;11401;6033
9229;Bethel University;;14264;5747;11401;6033
9236;American Samoa Community College;;4641;12192;11401;5064
9236;(3) Universidad de la República Centro de Matemática;;12104;12723;4639;6033
9236;Wuwei Occupational College / 武威职业学院;;10536;6013;11401;6033
9236;Urban Vocational College of Sichuan / 四川城市职业学院;;7963;6167;11401;6033
9236;Fujian Institute of Education / 福建教育学院;;8728;6137;11401;6033
9236;Islamic Azad University Shirvan;;15007;13172;11401;4768
9236;Johnston Community College;;14548;5748;11401;6033
9236;Lovisenberg Diaconal University College;;17276;15371;8844;5064
9236;Ukrainian People's Academy / Народная украинская академия;;5904;12378;5835;6033
9236;Odessa National University of Economics / Одеський національний економічний університет;;3431;14183;3563;6033
9236;(1) Prasetiya Mulya Business School;;16960;12037;5073;6033
9236;Pueblo Community College;;12254;5893;11401;6033
9248;Liming Vocational University / 黎明职业大学;;23868;5069;11401;6033
9248;École des Mines de Nancy;;15325;11080;6779;6033
9248;Shukutoku University / 淑徳大学;;5589;6382;11401;6033
9248;Anhui Industry Polytechnic / 安徽工业职业技术学院;;13700;5816;11401;6033
9248;Brown Mackie College;;23213;5127;11401;6033
9248;Central Christian College;;13828;5807;11401;6033
9248;Changchun Finance College / 长春金融高等专科学校;;9555;6087;11401;6033
9248;Universidad Tecnológica de Querétaro;;9091;13824;7698;5580
9248;Todor Kableshkov University of Transport Sofia / Висше транспортно училище Тодор Каблешков;;8622;10405;8380;6033
9248;Anhui Wenda University of Information Engineering / 安徽文达信息工程学院;;12104;5913;11401;6033
9248;Wuhan College of Foreign Languages & Foreign Affairs / 武汉外语外事职业学院;;10776;6008;11401;6033
9248;Zhejiang International Maritime College / 浙江国际海运职业技术学院;;14327;5769;11401;6033
9248;(1) Zhejiang Business College / 浙江商业职业技术学院;;15032;5729;11401;6033
9248;Xiangyang Vocational & Technical College / 襄阳职业技术学院;;10278;6043;11401;6033
9248;Holmes Institute;;23276;9430;8152;6033
9248;Harbin Railway Technical College / 哈尔滨铁道职业技术学院;;14548;5762;11401;6033
9248;National Technical University of Agriculture Peter Vasilenko / Харківський національний технічний університет сільського господарства Петра Василенка;;7098;13099;4638;6033
9265;Jiangsu Vocational Institute of Architectural Technology / 江苏建筑职业技术学院;;8644;6153;11401;6033
9265;Karaganda Economical University Kazpotrebsoyuz / Карагандинский экономический университет Казпотребсоюза;;4843;6483;11401;6033
9265;Banking University Ho Chi Minh City;;4065;11460;7564;6033
9265;Craven Community College;;10962;6005;11401;6033
9265;Tianjin Modern Vocational Technology College / 天津现代职业技术学院;;14072;5801;11401;6033
9270;Universitas Lancang Kuning;;5753;11446;7271;6033
