10429;(3) College of Information Shanxi Agricultural University / 山西农业大学信息学院;;10539;7624;11401;6033
10429;(3) United Nations University Institute on Comparative Regional Integration Studies;;12207;12403;7564;6033
10439;Cebu Technological University;;10616;12875;7081;6033
10439;Dalian Shipping College / 大连航运职业技术学院;;16670;7204;11401;6033
10439;Hainan College of Economics and Business / 海南经贸职业技术学院;;11466;7572;11401;6033
10439;Instituto Federal de Educação Ciência e Tecnologia de Roraima;;4025;13706;6723;6033
10439;Liaoning Vocational College of Business / 辽宁商贸职业学院;;13513;7434;11401;6033
10439;(3) Tashkent pediatric medical institute Nukus Branch;;8504;7793;11401;6033
10439;Qilu Institute of Technology / 齐鲁理工学院;;12436;7500;11401;6033
10439;Rajarambapu Institute of Technology;;13274;14130;4925;6033
10439;Sofia University (Institute of Transpersonal Psychology);;5145;8074;11401;6033
10439;Trenholm State Technical College;;16650;7208;11401;6033
10439;Université Bretagne Loire (comUE Université Européenne de Bretagne + comUE Université Nantes Angers Le Mans);;7801;7853;11401;6033
10450;Tai Solarin University of Education;;17088;12062;7518;6033
10450;(3) Universitat de Vic Universitat Central de Catalunya Campus Umanresa;;5477;13440;6874;6033
10450;Institut Universitaire de Technologie de Lannion;;13365;7456;11401;6033
10450;Osaka University of Economics and Law / 大阪経済法科大学;;9015;7758;11401;6033
10450;East Mississippi Community College;;17810;7116;11401;6033
10450;Lanzhou Resources & Environmet Voc-Tech College / 兰州资源环境职业技术学院;;7868;7861;11401;6033
10450;Universitas Malahayati;;7876;15797;3145;6033
10450;Al Mustafa International University;;1599;8687;11401;6033
10450;Musik und Kunst Privatuniversität der Stadt Wien;;6258;7978;11401;6033
10450;Pacific University Udaipur;;10718;13579;6072;6033
10450;University of the Potomac;;18744;7038;11401;6033
10450;PSNA College of Engineering and Technology;;13657;14447;4503;6033
10450;Poltava University of Economics and Trade / Полтавський університет економіки і торгівлі;;4576;13493;6943;6033
10463;Islamic Azad University Naein;;19541;14533;11401;4768
10463;Purbanchal University;;19322;17537;9298;4908
10463;Konya Food and Agricultural University;;12925;15135;3555;6033
10463;(3) College of Arts & Science Jianghan University / 江汉大学文理学院;;17507;7153;11401;6033
10463;Tashkent Medical Academy;;1631;14278;6615;6033
10463;Universitatea Apollonia din Iasi;;14970;7344;11401;6033
10463;(1) Western Nebraska Community College;;10539;7666;11401;6033
10463;Zane State College;;15753;7299;11401;6033
10463;Zhuhai City Polytechnic / 珠海城市职业技术学院;;8086;7858;11401;6033
10463;Blackpool and The Fylde College;;9759;7720;11401;6033
10463;Quanzhou Arts and Crafts Vocational College / 泉州工艺美术职业学院;;18335;7080;11401;6033
10474;Ajayi Crowther University Oyo;;14512;12195;7660;6033
10474;Anhui College of Mining and Technology / 安徽矿业职业技术学院;;9213;7767;11401;6033
10474;Cologne Business School;;16930;7224;11401;6033
10474;Electronic Engineering Institute / 解放军电子工程学院;;27177;5871;11401;6033
10474;Sekolah Tinggi Ilmu Kepolisian STIK;;11022;7641;11401;6033
10474;Northern Maine Community College;;12980;8125;11232;6033
10474;Universitas Pembangunan Panca Budi Medan;;3833;15550;4228;6033
10474;Quest International University Perak;;15774;14489;4188;6033
10474;Fuxin Higher Training College / 阜新高等专科学校;;19131;7030;11401;6033
10474;Indus Institute of Higher Education Karachi;;16542;12931;6412;6033
10474;Xiamen Institute of Technology / 厦门工学院;;10313;7700;11401;6033
10485;VERN Zagreb / Veleučilište VERN Zagreb;;5840;12577;8001;6033
10485;Newbury College;;18189;7118;11401;6033
10485;Popakademie Baden Württemberg University of Popular Music and Music Business;;9111;7800;11401;6033
